Cshunt,Ls2,W,Cs,Lp,DCPowerConsumption,S11,S22,PowerGain,DrainEfficiency,PAE,PSAT
1.4e-13,1.5e-10,2.2e-05,6e-13,2.8e-10,0.03416,-21.78,-5.865,6.658,37.01,18.23,10.35
1.4e-13,1.5e-10,2.2e-05,6e-13,3e-10,0.03416,-22.56,-5.458,6.501,35.93,17.47,10.28
1.4e-13,1.5e-10,2.2e-05,5e-13,2e-10,0.03416,-17.25,-9.175,7.449,42.65,22.99,10.67
1.4e-13,1.5e-10,2.2e-05,5e-13,1e-10,0.03416,-9.185,-7.296,7.553,31.62,19.73,10.03
1.4e-13,1.5e-10,2.2e-05,5e-13,1.2e-10,0.03416,-10.58,-13.44,8.1,39.24,25.63,10.47
1.4e-13,1.5e-10,2.2e-05,5e-13,1.4e-10,0.03416,-12.26,-19.97,8.135,42.65,27.44,10.67
1.4e-13,1.5e-10,2.2e-05,5e-13,1.6e-10,0.03416,-14.01,-14.97,7.954,44.28,26.46,10.74
1.4e-13,1.5e-10,2.2e-05,5e-13,1.8e-10,0.03416,-15.69,-11.28,7.704,43.93,24.7,10.72
1.4e-13,1.5e-10,2.2e-05,5e-13,2.2e-10,0.03416,-18.66,-7.842,7.208,41.09,21.5,10.6
1.4e-13,1.5e-10,2.2e-05,5e-13,2.4e-10,0.03416,-19.9,-6.927,6.99,39.57,20.25,10.52
1.4e-13,1.5e-10,2.2e-05,5e-13,2.6e-10,0.03416,-20.97,-6.263,6.794,38.19,19.21,10.45
1.4e-13,1.5e-10,2.2e-05,5e-13,2.8e-10,0.03416,-21.85,-5.761,6.62,36.97,18.32,10.38
1.4e-13,1.5e-10,2.2e-05,5e-13,3e-10,0.03416,-22.56,-5.369,6.465,35.89,17.57,10.31
1.4e-13,1.5e-10,2.2e-05,5.2e-13,2e-10,0.03416,-17.19,-9.241,7.459,42.65,22.97,10.66
1.4e-13,1.5e-10,2.2e-05,5.2e-13,1e-10,0.03416,-9.157,-7.236,7.543,31.47,19.6,10.01
1.4e-13,1.5e-10,2.2e-05,5.2e-13,1.2e-10,0.03416,-10.54,-13.35,8.1,39.14,25.53,10.45
1.4e-13,1.5e-10,2.2e-05,5.2e-13,1.4e-10,0.03416,-12.21,-20.2,8.141,42.55,27.39,10.66
1.4e-13,1.5e-10,2.2e-05,5.2e-13,1.6e-10,0.03416,-13.95,-15.16,7.963,44.23,26.44,10.73
1.4e-13,1.5e-10,2.2e-05,5.2e-13,1.8e-10,0.03416,-15.63,-11.38,7.714,43.92,24.69,10.71
1.4e-13,1.5e-10,2.2e-05,5.2e-13,2.2e-10,0.03416,-18.61,-7.889,7.218,41.11,21.49,10.59
1.4e-13,1.5e-10,2.2e-05,5.2e-13,2.4e-10,0.03416,-19.86,-6.964,7.0,39.59,20.24,10.51
1.4e-13,1.5e-10,2.2e-05,5.2e-13,2.6e-10,0.03416,-20.94,-6.293,6.804,38.21,19.19,10.44
1.4e-13,1.5e-10,2.2e-05,5.2e-13,2.8e-10,0.03416,-21.84,-5.786,6.629,36.98,18.31,10.37
1.4e-13,1.5e-10,2.2e-05,5.2e-13,3e-10,0.03416,-22.56,-5.39,6.474,35.91,17.55,10.3
1.4e-13,1.5e-10,2.2e-05,5.4e-13,2e-10,0.03416,-17.14,-9.301,7.468,42.66,22.95,10.65
1.4e-13,1.5e-10,2.2e-05,5.4e-13,1e-10,0.03416,-9.13,-7.182,7.533,31.33,19.47,9.996
1.4e-13,1.5e-10,2.2e-05,5.4e-13,1.2e-10,0.03416,-10.5,-13.27,8.099,39.04,25.43,10.44
1.4e-13,1.5e-10,2.2e-05,5.4e-13,1.4e-10,0.03416,-12.17,-20.42,8.145,42.46,27.34,10.65
1.4e-13,1.5e-10,2.2e-05,5.4e-13,1.6e-10,0.03416,-13.9,-15.34,7.97,44.19,26.42,10.72
1.4e-13,1.5e-10,2.2e-05,5.4e-13,1.8e-10,0.03416,-15.58,-11.47,7.722,43.91,24.67,10.71
1.4e-13,1.5e-10,2.2e-05,5.4e-13,2.2e-10,0.03416,-18.56,-7.933,7.227,41.12,21.47,10.58
1.4e-13,1.5e-10,2.2e-05,5.4e-13,2.4e-10,0.03416,-19.82,-6.997,7.008,39.6,20.22,10.51
1.4e-13,1.5e-10,2.2e-05,5.4e-13,2.6e-10,0.03416,-20.91,-6.32,6.812,38.22,19.17,10.43
1.4e-13,1.5e-10,2.2e-05,5.4e-13,2.8e-10,0.03416,-21.82,-5.809,6.637,36.99,18.29,10.36
1.4e-13,1.5e-10,2.2e-05,5.4e-13,3e-10,0.03416,-22.56,-5.41,6.482,35.92,17.53,10.3
1.4e-13,1.5e-10,2.2e-05,5.6e-13,2e-10,0.03416,-17.09,-9.357,7.476,42.66,22.94,10.65
1.4e-13,1.5e-10,2.2e-05,5.6e-13,1e-10,0.03416,-9.106,-7.131,7.525,31.2,19.35,9.98
1.4e-13,1.5e-10,2.2e-05,5.6e-13,1.2e-10,0.03416,-10.46,-13.19,8.099,38.95,25.34,10.43
1.4e-13,1.5e-10,2.2e-05,5.6e-13,1.4e-10,0.03416,-12.12,-20.61,8.15,42.38,27.29,10.64
1.4e-13,1.5e-10,2.2e-05,5.6e-13,1.6e-10,0.03416,-13.85,-15.51,7.977,44.15,26.4,10.71
1.4e-13,1.5e-10,2.2e-05,5.6e-13,1.8e-10,0.03416,-15.53,-11.56,7.73,43.9,24.65,10.7
1.4e-13,1.5e-10,2.2e-05,5.6e-13,2.2e-10,0.03416,-18.52,-7.973,7.235,41.13,21.45,10.58
1.4e-13,1.5e-10,2.2e-05,5.6e-13,2.4e-10,0.03416,-19.78,-7.028,7.016,39.61,20.2,10.5
1.4e-13,1.5e-10,2.2e-05,5.6e-13,2.6e-10,0.03416,-20.88,-6.345,6.82,38.23,19.15,10.43
1.4e-13,1.5e-10,2.2e-05,5.6e-13,2.8e-10,0.03416,-21.81,-5.829,6.645,37.0,18.27,10.36
1.4e-13,1.5e-10,2.2e-05,5.6e-13,3e-10,0.03416,-22.56,-5.427,6.489,35.93,17.51,10.29
1.4e-13,1.5e-10,2.2e-05,5.8e-13,2e-10,0.03416,-17.05,-9.408,7.483,42.66,22.92,10.64
1.4e-13,1.5e-10,2.2e-05,5.8e-13,1e-10,0.03416,-9.084,-7.085,7.516,31.08,19.24,9.965
1.4e-13,1.5e-10,2.2e-05,5.8e-13,1.2e-10,0.03416,-10.43,-13.12,8.098,38.87,25.25,10.41
1.4e-13,1.5e-10,2.2e-05,5.8e-13,1.4e-10,0.03416,-12.08,-20.79,8.154,42.3,27.25,10.63
1.4e-13,1.5e-10,2.2e-05,5.8e-13,1.6e-10,0.03416,-13.81,-15.67,7.984,44.11,26.37,10.7
1.4e-13,1.5e-10,2.2e-05,5.8e-13,1.8e-10,0.03416,-15.48,-11.64,7.738,43.89,24.63,10.69
1.4e-13,1.5e-10,2.2e-05,5.8e-13,2.2e-10,0.03416,-18.48,-8.01,7.243,41.13,21.43,10.57
1.4e-13,1.5e-10,2.2e-05,5.8e-13,2.4e-10,0.03416,-19.75,-7.056,7.024,39.62,20.18,10.5
1.4e-13,1.5e-10,2.2e-05,5.8e-13,2.6e-10,0.03416,-20.86,-6.367,6.827,38.24,19.13,10.42
1.4e-13,1.5e-10,2.2e-05,5.8e-13,2.8e-10,0.03416,-21.79,-5.848,6.652,37.01,18.25,10.35
1.4e-13,1.5e-10,2.2e-05,5.8e-13,3e-10,0.03416,-22.56,-5.443,6.495,35.93,17.49,10.29
1.4e-13,1.5e-10,2.2e-05,6.2e-13,2e-10,0.03416,-16.97,-9.5,7.496,42.66,22.88,10.63
1.4e-13,1.5e-10,2.2e-05,6.2e-13,1e-10,0.03416,-9.044,-7.003,7.501,30.86,19.04,9.937
1.4e-13,1.5e-10,2.2e-05,6.2e-13,1.2e-10,0.03416,-10.37,-12.99,8.097,38.71,25.1,10.39
1.4e-13,1.5e-10,2.2e-05,6.2e-13,1.4e-10,0.03416,-12.01,-21.12,8.161,42.15,27.17,10.61
1.4e-13,1.5e-10,2.2e-05,6.2e-13,1.6e-10,0.03416,-13.73,-15.96,7.995,44.03,26.33,10.68
1.4e-13,1.5e-10,2.2e-05,6.2e-13,1.8e-10,0.03416,-15.4,-11.79,7.751,43.86,24.6,10.68
1.4e-13,1.5e-10,2.2e-05,6.2e-13,2.2e-10,0.03416,-18.4,-8.075,7.256,41.14,21.39,10.56
1.4e-13,1.5e-10,2.2e-05,6.2e-13,2.4e-10,0.03416,-19.69,-7.106,7.036,39.63,20.14,10.48
1.4e-13,1.5e-10,2.2e-05,6.2e-13,2.6e-10,0.03416,-20.81,-6.407,6.839,38.24,19.09,10.41
1.4e-13,1.5e-10,2.2e-05,6.2e-13,2.8e-10,0.03416,-21.77,-5.881,6.663,37.01,18.21,10.34
1.4e-13,1.5e-10,2.2e-05,6.2e-13,3e-10,0.03416,-22.56,-5.471,6.506,35.93,17.45,10.28
1.4e-13,1.5e-10,2.2e-05,6.4e-13,2e-10,0.03416,-16.93,-9.541,7.502,42.66,22.86,10.62
1.4e-13,1.5e-10,2.2e-05,6.4e-13,1e-10,0.03416,-9.026,-6.966,7.495,30.76,18.95,9.925
1.4e-13,1.5e-10,2.2e-05,6.4e-13,1.2e-10,0.03416,-10.35,-12.93,8.096,38.64,25.03,10.38
1.4e-13,1.5e-10,2.2e-05,6.4e-13,1.4e-10,0.03416,-11.98,-21.26,8.164,42.08,27.13,10.6
1.4e-13,1.5e-10,2.2e-05,6.4e-13,1.6e-10,0.03416,-13.7,-16.1,8.0,43.99,26.3,10.67
1.4e-13,1.5e-10,2.2e-05,6.4e-13,1.8e-10,0.03416,-15.37,-11.85,7.757,43.84,24.58,10.67
1.4e-13,1.5e-10,2.2e-05,6.4e-13,2.2e-10,0.03416,-18.37,-8.104,7.262,41.14,21.37,10.55
1.4e-13,1.5e-10,2.2e-05,6.4e-13,2.4e-10,0.03416,-19.66,-7.128,7.042,39.63,20.12,10.48
1.4e-13,1.5e-10,2.2e-05,6.4e-13,2.6e-10,0.03416,-20.79,-6.424,6.845,38.24,19.07,10.41
1.4e-13,1.5e-10,2.2e-05,6.4e-13,2.8e-10,0.03416,-21.76,-5.895,6.668,37.01,18.19,10.34
1.4e-13,1.5e-10,2.2e-05,6.4e-13,3e-10,0.03416,-22.56,-5.483,6.511,35.93,17.43,10.27
1.4e-13,1.5e-10,2.2e-05,6.6e-13,2e-10,0.03416,-16.9,-9.58,7.508,42.65,22.84,10.61
1.4e-13,1.5e-10,2.2e-05,6.6e-13,1e-10,0.03416,-9.009,-6.931,7.488,30.67,18.87,9.913
1.4e-13,1.5e-10,2.2e-05,6.6e-13,1.2e-10,0.03416,-10.32,-12.88,8.095,38.57,24.96,10.37
1.4e-13,1.5e-10,2.2e-05,6.6e-13,1.4e-10,0.03416,-11.95,-21.39,8.167,42.02,27.09,10.59
1.4e-13,1.5e-10,2.2e-05,6.6e-13,1.6e-10,0.03416,-13.66,-16.23,8.005,43.96,26.28,10.67
1.4e-13,1.5e-10,2.2e-05,6.6e-13,1.8e-10,0.03416,-15.33,-11.92,7.762,43.83,24.56,10.66
1.4e-13,1.5e-10,2.2e-05,6.6e-13,2.2e-10,0.03416,-18.34,-8.131,7.267,41.14,21.35,10.55
1.4e-13,1.5e-10,2.2e-05,6.6e-13,2.4e-10,0.03416,-19.63,-7.148,7.047,39.63,20.1,10.47
1.4e-13,1.5e-10,2.2e-05,6.6e-13,2.6e-10,0.03416,-20.77,-6.44,6.849,38.24,19.05,10.4
1.4e-13,1.5e-10,2.2e-05,6.6e-13,2.8e-10,0.03416,-21.75,-5.908,6.673,37.01,18.17,10.33
1.4e-13,1.5e-10,2.2e-05,6.6e-13,3e-10,0.03416,-22.56,-5.494,6.516,35.93,17.41,10.27
1.4e-13,1.5e-10,2.2e-05,6.8e-13,2e-10,0.03416,-16.87,-9.616,7.513,42.65,22.83,10.61
1.4e-13,1.5e-10,2.2e-05,6.8e-13,1e-10,0.03416,-8.993,-6.899,7.482,30.59,18.79,9.902
1.4e-13,1.5e-10,2.2e-05,6.8e-13,1.2e-10,0.03416,-10.3,-12.83,8.095,38.51,24.89,10.36
1.4e-13,1.5e-10,2.2e-05,6.8e-13,1.4e-10,0.03416,-11.92,-21.51,8.17,41.96,27.05,10.58
1.4e-13,1.5e-10,2.2e-05,6.8e-13,1.6e-10,0.03416,-13.63,-16.35,8.009,43.92,26.26,10.66
1.4e-13,1.5e-10,2.2e-05,6.8e-13,1.8e-10,0.03416,-15.3,-11.97,7.767,43.81,24.54,10.66
1.4e-13,1.5e-10,2.2e-05,6.8e-13,2.2e-10,0.03416,-18.31,-8.156,7.272,41.14,21.34,10.54
1.4e-13,1.5e-10,2.2e-05,6.8e-13,2.4e-10,0.03416,-19.61,-7.167,7.052,39.63,20.08,10.47
1.4e-13,1.5e-10,2.2e-05,6.8e-13,2.6e-10,0.03416,-20.75,-6.455,6.854,38.24,19.03,10.39
1.4e-13,1.5e-10,2.2e-05,6.8e-13,2.8e-10,0.03416,-21.74,-5.92,6.677,37.01,18.14,10.33
1.4e-13,1.5e-10,2.2e-05,6.8e-13,3e-10,0.03416,-22.56,-5.504,6.52,35.93,17.39,10.26
1.4e-13,1.5e-10,2.2e-05,7e-13,2e-10,0.03416,-16.84,-9.649,7.517,42.64,22.81,10.6
1.4e-13,1.5e-10,2.2e-05,7e-13,1e-10,0.03416,-8.978,-6.869,7.476,30.5,18.71,9.891
1.4e-13,1.5e-10,2.2e-05,7e-13,1.2e-10,0.03416,-10.28,-12.78,8.094,38.45,24.83,10.35
1.4e-13,1.5e-10,2.2e-05,7e-13,1.4e-10,0.03416,-11.9,-21.63,8.172,41.9,27.02,10.57
1.4e-13,1.5e-10,2.2e-05,7e-13,1.6e-10,0.03416,-13.6,-16.47,8.013,43.89,26.24,10.65
1.4e-13,1.5e-10,2.2e-05,7e-13,1.8e-10,0.03416,-15.27,-12.03,7.772,43.8,24.52,10.65
1.4e-13,1.5e-10,2.2e-05,7e-13,2.2e-10,0.03416,-18.28,-8.179,7.276,41.14,21.32,10.54
1.4e-13,1.5e-10,2.2e-05,7e-13,2.4e-10,0.03416,-19.59,-7.184,7.056,39.63,20.06,10.46
1.4e-13,1.5e-10,2.2e-05,7e-13,2.6e-10,0.03416,-20.74,-6.469,6.858,38.24,19.01,10.39
1.4e-13,1.5e-10,2.2e-05,7e-13,2.8e-10,0.03416,-21.73,-5.931,6.681,37.01,18.12,10.32
1.4e-13,1.5e-10,2.2e-05,7e-13,3e-10,0.03416,-22.56,-5.514,6.523,35.92,17.37,10.26
1.4e-13,1.5e-10,2.3e-05,6e-13,2e-10,0.03572,-17.8,-9.64,7.107,41.98,20.38,10.71
1.4e-13,1.5e-10,2.3e-05,6e-13,1e-10,0.03572,-10.07,-7.54,7.107,31.64,18.48,10.17
1.4e-13,1.5e-10,2.3e-05,6e-13,1.2e-10,0.03572,-11.38,-14.22,7.672,39.32,23.66,10.6
1.4e-13,1.5e-10,2.3e-05,6e-13,1.4e-10,0.03572,-12.97,-25.58,7.733,43.58,24.64,10.78
1.4e-13,1.5e-10,2.3e-05,6e-13,1.6e-10,0.03572,-14.63,-16.39,7.576,44.63,23.43,10.82
1.4e-13,1.5e-10,2.3e-05,6e-13,1.8e-10,0.03572,-16.26,-11.95,7.348,43.67,21.84,10.78
1.4e-13,1.5e-10,2.3e-05,6e-13,2.2e-10,0.03572,-19.26,-8.213,6.877,40.2,19.15,10.62
1.4e-13,1.5e-10,2.3e-05,6e-13,2.4e-10,0.03572,-20.62,-7.245,6.667,38.56,18.11,10.54
1.4e-13,1.5e-10,2.3e-05,6e-13,2.6e-10,0.03572,-21.9,-6.547,6.478,37.12,17.24,10.46
1.4e-13,1.5e-10,2.3e-05,6e-13,2.8e-10,0.03572,-23.08,-6.02,6.309,35.88,16.5,10.38
1.4e-13,1.5e-10,2.3e-05,6e-13,3e-10,0.03572,-24.17,-5.61,6.159,34.81,15.87,10.32
1.4e-13,1.5e-10,2.3e-05,5e-13,2e-10,0.03572,-18.1,-9.381,7.07,41.95,20.54,10.74
1.4e-13,1.5e-10,2.3e-05,5e-13,1e-10,0.03572,-10.2,-7.822,7.152,32.33,19.06,10.25
1.4e-13,1.5e-10,2.3e-05,5e-13,1.2e-10,0.03572,-11.56,-14.74,7.678,39.91,24.11,10.66
1.4e-13,1.5e-10,2.3e-05,5e-13,1.4e-10,0.03572,-13.19,-23.65,7.715,43.94,24.91,10.83
1.4e-13,1.5e-10,2.3e-05,5e-13,1.6e-10,0.03572,-14.89,-15.56,7.546,44.77,23.63,10.86
1.4e-13,1.5e-10,2.3e-05,5e-13,1.8e-10,0.03572,-16.53,-11.54,7.313,43.69,22.01,10.82
1.4e-13,1.5e-10,2.3e-05,5e-13,2.2e-10,0.03572,-19.56,-8.027,6.84,40.16,19.3,10.66
1.4e-13,1.5e-10,2.3e-05,5e-13,2.4e-10,0.03572,-20.93,-7.101,6.631,38.52,18.26,10.57
1.4e-13,1.5e-10,2.3e-05,5e-13,2.6e-10,0.03572,-22.19,-6.431,6.443,37.09,17.39,10.49
1.4e-13,1.5e-10,2.3e-05,5e-13,2.8e-10,0.03572,-23.35,-5.924,6.275,35.86,16.65,10.42
1.4e-13,1.5e-10,2.3e-05,5e-13,3e-10,0.03572,-24.41,-5.527,6.126,34.8,16.01,10.35
1.4e-13,1.5e-10,2.3e-05,5.2e-13,2e-10,0.03572,-18.03,-9.442,7.079,41.96,20.51,10.74
1.4e-13,1.5e-10,2.3e-05,5.2e-13,1e-10,0.03572,-10.17,-7.756,7.142,32.17,18.93,10.24
1.4e-13,1.5e-10,2.3e-05,5.2e-13,1.2e-10,0.03572,-11.52,-14.62,7.677,39.77,24.01,10.65
1.4e-13,1.5e-10,2.3e-05,5.2e-13,1.4e-10,0.03572,-13.14,-24.09,7.719,43.86,24.85,10.82
1.4e-13,1.5e-10,2.3e-05,5.2e-13,1.6e-10,0.03572,-14.83,-15.75,7.553,44.74,23.59,10.85
1.4e-13,1.5e-10,2.3e-05,5.2e-13,1.8e-10,0.03572,-16.47,-11.64,7.321,43.69,21.98,10.81
1.4e-13,1.5e-10,2.3e-05,5.2e-13,2.2e-10,0.03572,-19.49,-8.071,6.849,40.17,19.27,10.65
1.4e-13,1.5e-10,2.3e-05,5.2e-13,2.4e-10,0.03572,-20.85,-7.136,6.639,38.54,18.23,10.57
1.4e-13,1.5e-10,2.3e-05,5.2e-13,2.6e-10,0.03572,-22.12,-6.459,6.451,37.11,17.36,10.48
1.4e-13,1.5e-10,2.3e-05,5.2e-13,2.8e-10,0.03572,-23.29,-5.947,6.283,35.87,16.62,10.41
1.4e-13,1.5e-10,2.3e-05,5.2e-13,3e-10,0.03572,-24.36,-5.548,6.134,34.8,15.98,10.34
1.4e-13,1.5e-10,2.3e-05,5.4e-13,2e-10,0.03572,-17.96,-9.498,7.087,41.97,20.48,10.73
1.4e-13,1.5e-10,2.3e-05,5.4e-13,1e-10,0.03572,-10.14,-7.695,7.133,32.03,18.81,10.22
1.4e-13,1.5e-10,2.3e-05,5.4e-13,1.2e-10,0.03572,-11.48,-14.51,7.676,39.65,23.91,10.63
1.4e-13,1.5e-10,2.3e-05,5.4e-13,1.4e-10,0.03572,-13.09,-24.49,7.723,43.79,24.79,10.81
1.4e-13,1.5e-10,2.3e-05,5.4e-13,1.6e-10,0.03572,-14.77,-15.92,7.56,44.71,23.55,10.84
1.4e-13,1.5e-10,2.3e-05,5.4e-13,1.8e-10,0.03572,-16.41,-11.73,7.329,43.69,21.94,10.8
1.4e-13,1.5e-10,2.3e-05,5.4e-13,2.2e-10,0.03572,-19.43,-8.112,6.857,40.18,19.24,10.64
1.4e-13,1.5e-10,2.3e-05,5.4e-13,2.4e-10,0.03572,-20.79,-7.167,6.647,38.55,18.2,10.56
1.4e-13,1.5e-10,2.3e-05,5.4e-13,2.6e-10,0.03572,-22.06,-6.484,6.459,37.11,17.33,10.48
1.4e-13,1.5e-10,2.3e-05,5.4e-13,2.8e-10,0.03572,-23.23,-5.968,6.291,35.88,16.59,10.4
1.4e-13,1.5e-10,2.3e-05,5.4e-13,3e-10,0.03572,-24.31,-5.566,6.141,34.81,15.96,10.33
1.4e-13,1.5e-10,2.3e-05,5.6e-13,2e-10,0.03572,-17.91,-9.55,7.094,41.97,20.45,10.72
1.4e-13,1.5e-10,2.3e-05,5.6e-13,1e-10,0.03572,-10.12,-7.639,7.124,31.89,18.69,10.2
1.4e-13,1.5e-10,2.3e-05,5.6e-13,1.2e-10,0.03572,-11.44,-14.4,7.674,39.53,23.83,10.62
1.4e-13,1.5e-10,2.3e-05,5.6e-13,1.4e-10,0.03572,-13.05,-24.88,7.727,43.71,24.74,10.8
1.4e-13,1.5e-10,2.3e-05,5.6e-13,1.6e-10,0.03572,-14.72,-16.09,7.566,44.68,23.51,10.83
1.4e-13,1.5e-10,2.3e-05,5.6e-13,1.8e-10,0.03572,-16.35,-11.81,7.336,43.68,21.91,10.8
1.4e-13,1.5e-10,2.3e-05,5.6e-13,2.2e-10,0.03572,-19.37,-8.149,6.864,40.19,19.21,10.64
1.4e-13,1.5e-10,2.3e-05,5.6e-13,2.4e-10,0.03572,-20.73,-7.196,6.655,38.55,18.17,10.55
1.4e-13,1.5e-10,2.3e-05,5.6e-13,2.6e-10,0.03572,-22.0,-6.507,6.466,37.12,17.3,10.47
1.4e-13,1.5e-10,2.3e-05,5.6e-13,2.8e-10,0.03572,-23.18,-5.987,6.298,35.88,16.56,10.4
1.4e-13,1.5e-10,2.3e-05,5.6e-13,3e-10,0.03572,-24.26,-5.582,6.147,34.81,15.93,10.33
1.4e-13,1.5e-10,2.3e-05,5.8e-13,2e-10,0.03572,-17.85,-9.597,7.101,41.98,20.42,10.71
1.4e-13,1.5e-10,2.3e-05,5.8e-13,1e-10,0.03572,-10.09,-7.588,7.115,31.76,18.58,10.19
1.4e-13,1.5e-10,2.3e-05,5.8e-13,1.2e-10,0.03572,-11.41,-14.31,7.673,39.42,23.74,10.61
1.4e-13,1.5e-10,2.3e-05,5.8e-13,1.4e-10,0.03572,-13.01,-25.24,7.73,43.65,24.69,10.79
1.4e-13,1.5e-10,2.3e-05,5.8e-13,1.6e-10,0.03572,-14.67,-16.24,7.571,44.65,23.47,10.83
1.4e-13,1.5e-10,2.3e-05,5.8e-13,1.8e-10,0.03572,-16.3,-11.88,7.342,43.68,21.87,10.79
1.4e-13,1.5e-10,2.3e-05,5.8e-13,2.2e-10,0.03572,-19.31,-8.182,6.871,40.19,19.18,10.63
1.4e-13,1.5e-10,2.3e-05,5.8e-13,2.4e-10,0.03572,-20.68,-7.221,6.661,38.56,18.14,10.55
1.4e-13,1.5e-10,2.3e-05,5.8e-13,2.6e-10,0.03572,-21.95,-6.528,6.472,37.12,17.27,10.47
1.4e-13,1.5e-10,2.3e-05,5.8e-13,2.8e-10,0.03572,-23.13,-6.005,6.304,35.88,16.53,10.39
1.4e-13,1.5e-10,2.3e-05,5.8e-13,3e-10,0.03572,-24.22,-5.597,6.153,34.81,15.9,10.32
1.4e-13,1.5e-10,2.3e-05,6.2e-13,2e-10,0.03572,-17.76,-9.681,7.112,41.98,20.35,10.7
1.4e-13,1.5e-10,2.3e-05,6.2e-13,1e-10,0.03572,-10.05,-7.496,7.1,31.53,18.39,10.16
1.4e-13,1.5e-10,2.3e-05,6.2e-13,1.2e-10,0.03572,-11.35,-14.13,7.671,39.22,23.59,10.59
1.4e-13,1.5e-10,2.3e-05,6.2e-13,1.4e-10,0.03572,-12.93,-25.9,7.736,43.52,24.59,10.77
1.4e-13,1.5e-10,2.3e-05,6.2e-13,1.6e-10,0.03572,-14.59,-16.53,7.581,44.6,23.4,10.81
1.4e-13,1.5e-10,2.3e-05,6.2e-13,1.8e-10,0.03572,-16.21,-12.02,7.353,43.66,21.81,10.77
1.4e-13,1.5e-10,2.3e-05,6.2e-13,2.2e-10,0.03572,-19.21,-8.242,6.883,40.2,19.12,10.62
1.4e-13,1.5e-10,2.3e-05,6.2e-13,2.4e-10,0.03572,-20.58,-7.267,6.673,38.56,18.08,10.53
1.4e-13,1.5e-10,2.3e-05,6.2e-13,2.6e-10,0.03572,-21.85,-6.564,6.483,37.12,17.21,10.45
1.4e-13,1.5e-10,2.3e-05,6.2e-13,2.8e-10,0.03572,-23.04,-6.034,6.314,35.88,16.47,10.38
1.4e-13,1.5e-10,2.3e-05,6.2e-13,3e-10,0.03572,-24.14,-5.622,6.163,34.8,15.84,10.31
1.4e-13,1.5e-10,2.3e-05,6.4e-13,2e-10,0.03572,-17.71,-9.718,7.118,41.97,20.32,10.7
1.4e-13,1.5e-10,2.3e-05,6.4e-13,1e-10,0.03572,-10.03,-7.455,7.093,31.43,18.3,10.15
1.4e-13,1.5e-10,2.3e-05,6.4e-13,1.2e-10,0.03572,-11.32,-14.06,7.67,39.13,23.52,10.58
1.4e-13,1.5e-10,2.3e-05,6.4e-13,1.4e-10,0.03572,-12.9,-26.2,7.738,43.46,24.54,10.76
1.4e-13,1.5e-10,2.3e-05,6.4e-13,1.6e-10,0.03572,-14.55,-16.66,7.585,44.58,23.36,10.8
1.4e-13,1.5e-10,2.3e-05,6.4e-13,1.8e-10,0.03572,-16.17,-12.08,7.358,43.66,21.78,10.77
1.4e-13,1.5e-10,2.3e-05,6.4e-13,2.2e-10,0.03572,-19.17,-8.268,6.888,40.2,19.09,10.61
1.4e-13,1.5e-10,2.3e-05,6.4e-13,2.4e-10,0.03572,-20.53,-7.287,6.678,38.56,18.05,10.53
1.4e-13,1.5e-10,2.3e-05,6.4e-13,2.6e-10,0.03572,-21.81,-6.58,6.488,37.12,17.18,10.45
1.4e-13,1.5e-10,2.3e-05,6.4e-13,2.8e-10,0.03572,-23.0,-6.047,6.319,35.87,16.45,10.37
1.4e-13,1.5e-10,2.3e-05,6.4e-13,3e-10,0.03572,-24.1,-5.633,6.168,34.8,15.82,10.31
1.4e-13,1.5e-10,2.3e-05,6.6e-13,2e-10,0.03572,-17.67,-9.753,7.122,41.97,20.29,10.69
1.4e-13,1.5e-10,2.3e-05,6.6e-13,1e-10,0.03572,-10.02,-7.417,7.086,31.33,18.22,10.14
1.4e-13,1.5e-10,2.3e-05,6.6e-13,1.2e-10,0.03572,-11.3,-13.98,7.669,39.05,23.45,10.57
1.4e-13,1.5e-10,2.3e-05,6.6e-13,1.4e-10,0.03572,-12.87,-26.48,7.741,43.41,24.5,10.75
1.4e-13,1.5e-10,2.3e-05,6.6e-13,1.6e-10,0.03572,-14.52,-16.78,7.589,44.55,23.33,10.8
1.4e-13,1.5e-10,2.3e-05,6.6e-13,1.8e-10,0.03572,-16.13,-12.13,7.362,43.65,21.74,10.76
1.4e-13,1.5e-10,2.3e-05,6.6e-13,2.2e-10,0.03572,-19.13,-8.292,6.893,40.19,19.06,10.61
1.4e-13,1.5e-10,2.3e-05,6.6e-13,2.4e-10,0.03572,-20.49,-7.305,6.682,38.55,18.02,10.52
1.4e-13,1.5e-10,2.3e-05,6.6e-13,2.6e-10,0.03572,-21.77,-6.594,6.493,37.11,17.16,10.44
1.4e-13,1.5e-10,2.3e-05,6.6e-13,2.8e-10,0.03572,-22.96,-6.059,6.323,35.87,16.42,10.37
1.4e-13,1.5e-10,2.3e-05,6.6e-13,3e-10,0.03572,-24.06,-5.643,6.172,34.79,15.79,10.3
1.4e-13,1.5e-10,2.3e-05,6.8e-13,2e-10,0.03572,-17.64,-9.785,7.127,41.97,20.26,10.68
1.4e-13,1.5e-10,2.3e-05,6.8e-13,1e-10,0.03572,-9.999,-7.381,7.08,31.24,18.14,10.13
1.4e-13,1.5e-10,2.3e-05,6.8e-13,1.2e-10,0.03572,-11.27,-13.92,7.668,38.97,23.39,10.56
