C1,W,Lg,Ls,VGS,Bandwidth,DCPowerConsumption,S11,NoiseFigure,PowerGain
1.67e-13,3.68e-06,5.78e-09,1.5e-10,0.6333,4350000000,0.0006187,-13.66,1.772,7.714
1.67e-13,3.68e-06,5.78e-09,1.5e-10,0.7667,4920000000,0.001505,-11.45,1.772,8.594
1.67e-13,3.68e-06,5.78e-09,1.75e-10,0.9,5500000000,0.002503,-10.71,1.786,8.029
1.67e-13,3.68e-06,5.78e-09,1.75e-10,0.5,2919000000,0.0001113,-15.64,1.895,2.814
1.67e-13,3.68e-06,5.78e-09,1.75e-10,0.6333,4674000000,0.0006187,-12.09,1.772,7.103
1.67e-13,3.68e-06,5.78e-09,1.75e-10,0.7667,5367000000,0.001505,-10.07,1.773,7.893
1.67e-13,3.68e-06,5.78e-09,2e-10,0.9,6016000000,0.002503,-9.237,1.784,7.351
1.67e-13,3.68e-06,5.78e-09,2e-10,0.5,3048000000,0.0001113,-18.03,1.892,2.481
1.67e-13,3.68e-06,5.78e-09,2e-10,0.6333,5009000000,0.0006187,-10.73,1.773,6.526
1.67e-13,3.68e-06,5.78e-09,2e-10,0.7667,5823000000,0.001505,-8.945,1.774,7.24
1.67e-13,3.68e-06,6e-09,1e-10,0.9,4027000000,0.002503,-14.06,1.777,10.51
1.67e-13,3.68e-06,6e-09,1e-10,0.5,2514000000,0.0001113,-8.985,1.908,3.946
1.67e-13,3.68e-06,6e-09,1e-10,0.6333,3498000000,0.0006187,-25.57,1.761,9.359
1.67e-13,3.68e-06,6e-09,1e-10,0.7667,3920000000,0.001505,-24.43,1.759,10.37
1.67e-13,3.68e-06,6e-09,1.25e-10,0.9,4439000000,0.002503,-12.8,1.778,9.68
1.67e-13,3.68e-06,6e-09,1.25e-10,0.5,2608000000,0.0001113,-10.6,1.902,3.617
1.67e-13,3.68e-06,6e-09,1.25e-10,0.6333,3841000000,0.0006187,-24.59,1.759,8.602
1.67e-13,3.68e-06,6e-09,1.25e-10,0.7667,4367000000,0.001505,-17.02,1.757,9.503
1.67e-13,3.68e-06,6e-09,1.5e-10,0.9,4870000000,0.002503,-11.34,1.779,8.917
1.67e-13,3.68e-06,6e-09,1.5e-10,0.5,2707000000,0.0001113,-12.43,1.896,3.292
1.67e-13,3.68e-06,6e-09,1.5e-10,0.6333,4188000000,0.0006187,-17.84,1.757,7.903
1.67e-13,3.68e-06,6e-09,1.5e-10,0.7667,4818000000,0.001505,-13.36,1.756,8.717
1.67e-13,3.68e-06,6e-09,1.75e-10,0.9,5322000000,0.002503,-10.0,1.781,8.209
1.67e-13,3.68e-06,6e-09,1.75e-10,0.5,2810000000,0.0001113,-14.58,1.891,2.974
1.67e-13,3.68e-06,6e-09,1.75e-10,0.6333,4545000000,0.0006187,-14.37,1.756,7.253
1.67e-13,3.68e-06,6e-09,1.75e-10,0.7667,5276000000,0.001505,-11.13,1.755,7.994
1.67e-13,3.68e-06,6e-09,2e-10,0.9,5783000000,0.002503,-8.866,1.783,7.55
1.67e-13,3.68e-06,6e-09,2e-10,0.5,2919000000,0.0001113,-17.23,1.886,2.661
1.67e-13,3.68e-06,6e-09,2e-10,0.6333,4903000000,0.0006187,-12.16,1.754,6.647
1.67e-13,3.68e-06,6e-09,2e-10,0.7667,5741000000,0.001505,-9.581,1.754,7.34
1.67e-13,3.79e-06,5.2e-09,1e-10,0.9,4538000000,0.002576,-14.56,1.831,10.02
1.67e-13,3.79e-06,5.2e-09,1e-10,0.5,2972000000,0.0001145,-9.045,1.953,3.341
1.67e-13,3.79e-06,5.2e-09,1e-10,0.6333,3960000000,0.0006368,-32.26,1.812,8.87
1.67e-13,3.79e-06,5.2e-09,1e-10,0.7667,4455000000,0.001549,-23.08,1.811,9.849
1.67e-13,3.79e-06,5.2e-09,1.25e-10,0.9,5026000000,0.002576,-12.95,1.832,9.171
1.67e-13,3.79e-06,5.2e-09,1.25e-10,0.5,3120000000,0.0001145,-10.12,1.953,2.96
1.67e-13,3.79e-06,5.2e-09,1.25e-10,0.6333,4351000000,0.0006368,-23.74,1.809,8.104
1.67e-13,3.79e-06,5.2e-09,1.25e-10,0.7667,4966000000,0.001549,-16.07,1.809,8.973
1.67e-13,3.79e-06,5.2e-09,1.5e-10,0.9,5535000000,0.002576,-11.25,1.833,8.389
1.67e-13,3.79e-06,5.2e-09,1.5e-10,0.5,3270000000,0.0001145,-11.09,1.953,2.591
1.67e-13,3.79e-06,5.2e-09,1.5e-10,0.6333,4753000000,0.0006368,-17.04,1.807,7.395
1.67e-13,3.79e-06,5.2e-09,1.5e-10,0.7667,5492000000,0.001549,-12.7,1.807,8.176
1.67e-13,3.79e-06,5.2e-09,1.75e-10,0.9,6060000000,0.002576,-9.788,1.835,7.666
1.67e-13,3.79e-06,5.2e-09,1.75e-10,0.5,3395000000,0.0001145,-11.89,1.954,2.27
1.67e-13,3.79e-06,5.2e-09,1.75e-10,0.6333,5160000000,0.0006368,-13.76,1.805,6.738
1.67e-13,3.79e-06,5.2e-09,1.75e-10,0.7667,6020000000,0.001549,-10.61,1.806,7.457
1.67e-13,3.79e-06,5.2e-09,2e-10,0.9,6620000000,0.002576,-8.614,1.837,6.994
1.67e-13,3.79e-06,5.2e-09,2e-10,0.5,3489000000,0.0001145,-12.45,1.955,2.002
1.67e-13,3.79e-06,5.2e-09,2e-10,0.6333,5581000000,0.0006368,-11.66,1.803,6.124
1.67e-13,3.79e-06,5.2e-09,2e-10,0.7667,6512000000,0.001549,-9.153,1.805,6.821
1.67e-13,3.79e-06,4e-09,1e-10,0.9,5664000000,0.002576,-15.4,1.902,8.916
1.67e-13,3.79e-06,4e-09,1e-10,0.5,3615000000,0.0001145,-10.53,2.022,2.504
1.67e-13,3.79e-06,4e-09,1e-10,0.6333,4957000000,0.0006368,-22.7,1.88,7.787
1.67e-13,3.79e-06,4e-09,1e-10,0.7667,5575000000,0.001549,-20.44,1.878,8.736
1.67e-13,3.79e-06,4e-09,1.25e-10,0.9,6312000000,0.002576,-12.61,1.902,8.027
1.67e-13,3.79e-06,4e-09,1.25e-10,0.5,3803000000,0.0001145,-12.12,2.019,2.115
1.67e-13,3.79e-06,4e-09,1.25e-10,0.6333,5455000000,0.0006368,-19.1,1.875,7.005
1.67e-13,3.79e-06,4e-09,1.25e-10,0.7667,6250000000,0.001549,-14.56,1.875,7.832
1.67e-13,3.79e-06,4e-09,1.5e-10,0.9,6998000000,0.002576,-10.67,1.904,7.212
1.67e-13,3.79e-06,4e-09,1.5e-10,0.5,3998000000,0.0001145,-13.66,2.017,1.737
1.67e-13,3.79e-06,4e-09,1.5e-10,0.6333,5969000000,0.0006368,-15.06,1.87,6.28
1.67e-13,3.79e-06,4e-09,1.5e-10,0.7667,6929000000,0.001549,-11.61,1.873,7.015
1.67e-13,3.79e-06,4e-09,1.75e-10,0.9,7709000000,0.002576,-9.168,1.906,6.461
1.67e-13,3.79e-06,4e-09,1.75e-10,0.5,4200000000,0.0001145,-14.96,2.016,1.369
1.67e-13,3.79e-06,4e-09,1.75e-10,0.6333,6499000000,0.0006368,-12.46,1.867,5.606
1.67e-13,3.79e-06,4e-09,1.75e-10,0.7667,7567000000,0.001549,-9.738,1.872,6.302
1.67e-13,3.79e-06,4e-09,2e-10,0.9,8449000000,0.002576,-8.02,1.902,5.765
1.67e-13,3.79e-06,4e-09,2e-10,0.5,4384000000,0.0001145,-15.78,2.017,1.033
1.67e-13,3.79e-06,4e-09,2e-10,0.6333,7043000000,0.0006368,-10.67,1.863,4.976
1.67e-13,3.79e-06,4e-09,2e-10,0.7667,8244000000,0.001549,-8.417,1.871,5.635
1.67e-13,3.79e-06,4.22e-09,1e-10,0.9,5389000000,0.002576,-15.62,1.889,9.159
1.67e-13,3.79e-06,4.22e-09,1e-10,0.5,3517000000,0.0001145,-8.778,2.019,2.611
1.67e-13,3.79e-06,4.22e-09,1e-10,0.6333,4729000000,0.0006368,-29.9,1.864,8.008
1.67e-13,3.79e-06,4.22e-09,1e-10,0.7667,5342000000,0.001549,-20.33,1.864,8.943
1.67e-13,3.79e-06,4.22e-09,1.25e-10,0.9,6004000000,0.002576,-13.14,1.891,8.269
1.67e-13,3.79e-06,4.22e-09,1.25e-10,0.5,3638000000,0.0001145,-10.4,2.021,2.298
1.67e-13,3.79e-06,4.22e-09,1.25e-10,0.6333,5211000000,0.0006368,-20.66,1.86,7.223
1.67e-13,3.79e-06,4.22e-09,1.25e-10,0.7667,5990000000,0.001549,-14.65,1.861,8.043
1.67e-13,3.79e-06,4.22e-09,1.5e-10,0.9,6658000000,0.002576,-11.0,1.893,7.455
1.67e-13,3.79e-06,4.22e-09,1.5e-10,0.5,3770000000,0.0001145,-12.25,2.014,1.984
1.67e-13,3.79e-06,4.22e-09,1.5e-10,0.6333,5706000000,0.0006368,-15.57,1.856,6.498
1.67e-13,3.79e-06,4.22e-09,1.5e-10,0.7667,6577000000,0.001549,-11.72,1.86,7.267
1.67e-13,3.79e-06,4.22e-09,1.75e-10,0.9,7334000000,0.002576,-9.402,1.891,6.706
1.67e-13,3.79e-06,4.22e-09,1.75e-10,0.5,3909000000,0.0001145,-14.38,2.005,1.672
1.67e-13,3.79e-06,4.22e-09,1.75e-10,0.6333,6215000000,0.0006368,-12.74,1.854,5.824
1.67e-13,3.79e-06,4.22e-09,1.75e-10,0.7667,7188000000,0.001549,-9.844,1.859,6.554
1.67e-13,3.79e-06,4.22e-09,2e-10,0.9,8040000000,0.002576,-8.201,1.886,6.011
1.67e-13,3.79e-06,4.22e-09,2e-10,0.5,4054000000,0.0001145,-16.89,1.997,1.361
1.67e-13,3.79e-06,4.22e-09,2e-10,0.6333,6731000000,0.0006368,-10.86,1.851,5.195
1.67e-13,3.79e-06,4.22e-09,2e-10,0.7667,7824000000,0.001549,-8.517,1.859,5.888
1.67e-13,3.79e-06,4.44e-09,1e-10,0.9,5155000000,0.002576,-15.63,1.876,9.378
1.67e-13,3.79e-06,4.44e-09,1e-10,0.5,3272000000,0.0001145,-9.887,2.004,2.924
1.67e-13,3.79e-06,4.44e-09,1e-10,0.6333,4525000000,0.0006368,-35.11,1.851,8.218
1.67e-13,3.79e-06,4.44e-09,1e-10,0.7667,5114000000,0.001549,-20.58,1.85,9.158
1.67e-13,3.79e-06,4.44e-09,1.25e-10,0.9,5739000000,0.002576,-13.27,1.877,8.495
1.67e-13,3.79e-06,4.44e-09,1.25e-10,0.5,3409000000,0.0001145,-11.79,1.996,2.582
1.67e-13,3.79e-06,4.44e-09,1.25e-10,0.6333,4985000000,0.0006368,-21.4,1.847,7.436
1.67e-13,3.79e-06,4.44e-09,1.25e-10,0.7667,5725000000,0.001549,-14.88,1.848,8.264
1.67e-13,3.79e-06,4.44e-09,1.5e-10,0.9,6353000000,0.002576,-11.14,1.879,7.687
1.67e-13,3.79e-06,4.44e-09,1.5e-10,0.5,3553000000,0.0001145,-14.04,1.989,2.243
1.67e-13,3.79e-06,4.44e-09,1.5e-10,0.6333,5454000000,0.0006368,-15.89,1.844,6.714
1.67e-13,3.79e-06,4.44e-09,1.5e-10,0.7667,6292000000,0.001549,-11.9,1.847,7.489
1.67e-13,3.79e-06,4.44e-09,1.75e-10,0.9,6991000000,0.002576,-9.537,1.878,6.942
1.67e-13,3.79e-06,4.44e-09,1.75e-10,0.5,3701000000,0.0001145,-16.84,1.983,1.909
1.67e-13,3.79e-06,4.44e-09,1.75e-10,0.6333,5943000000,0.0006368,-12.95,1.842,6.044
1.67e-13,3.79e-06,4.44e-09,1.75e-10,0.7667,6866000000,0.001549,-9.992,1.846,6.782
1.67e-13,3.79e-06,4.44e-09,2e-10,0.9,7663000000,0.002576,-8.323,1.873,6.252
1.67e-13,3.79e-06,4.44e-09,2e-10,0.5,3853000000,0.0001145,-20.65,1.977,1.581
1.67e-13,3.79e-06,4.44e-09,2e-10,0.6333,6435000000,0.0006368,-11.03,1.84,5.418
1.67e-13,3.79e-06,4.44e-09,2e-10,0.7667,7465000000,0.001549,-8.645,1.846,6.121
1.67e-13,3.79e-06,4.67e-09,1e-10,0.9,4957000000,0.002576,-14.8,1.861,9.57
1.67e-13,3.79e-06,4.67e-09,1e-10,0.5,3106000000,0.0001145,-10.3,1.984,3.14
1.67e-13,3.79e-06,4.67e-09,1e-10,0.6333,4330000000,0.0006368,-30.31,1.84,8.428
1.67e-13,3.79e-06,4.67e-09,1e-10,0.7667,4882000000,0.001549,-21.88,1.839,9.387
1.67e-13,3.79e-06,4.67e-09,1.25e-10,0.9,5511000000,0.002576,-12.93,1.862,8.702
1.67e-13,3.79e-06,4.67e-09,1.25e-10,0.5,3251000000,0.0001145,-12.23,1.978,2.782
1.67e-13,3.79e-06,4.67e-09,1.25e-10,0.6333,4767000000,0.0006368,-21.92,1.836,7.652
1.67e-13,3.79e-06,4.67e-09,1.25e-10,0.7667,5452000000,0.001549,-15.36,1.836,8.498
1.67e-13,3.79e-06,4.67e-09,1.5e-10,0.9,6079000000,0.002576,-11.06,1.863,7.905
1.67e-13,3.79e-06,4.67e-09,1.5e-10,0.5,3400000000,0.0001145,-14.48,1.972,2.431
1.67e-13,3.79e-06,4.67e-09,1.5e-10,0.6333,5211000000,0.0006368,-16.25,1.833,6.936
1.67e-13,3.79e-06,4.67e-09,1.5e-10,0.7667,6051000000,0.001549,-12.19,1.835,7.689
1.67e-13,3.79e-06,4.67e-09,1.75e-10,0.9,6685000000,0.002576,-9.546,1.865,7.168
1.67e-13,3.79e-06,4.67e-09,1.75e-10,0.5,3550000000,0.0001145,-17.2,1.968,2.088
1.67e-13,3.79e-06,4.67e-09,1.75e-10,0.6333,5670000000,0.0006368,-13.22,1.83,6.27
1.67e-13,3.79e-06,4.67e-09,1.75e-10,0.7667,6595000000,0.001549,-10.21,1.833,6.985
1.67e-13,3.79e-06,4.67e-09,2e-10,0.9,7311000000,0.002576,-8.369,1.864,6.485
1.67e-13,3.79e-06,4.67e-09,2e-10,0.5,3704000000,0.0001145,-20.55,1.964,1.751
1.67e-13,3.79e-06,4.67e-09,2e-10,0.6333,6141000000,0.0006368,-11.24,1.828,5.648
1.67e-13,3.79e-06,4.67e-09,2e-10,0.7667,7162000000,0.001549,-8.818,1.833,6.334
1.67e-13,3.79e-06,4.89e-09,1e-10,0.9,4819000000,0.002576,-16.64,1.846,9.722
1.67e-13,3.79e-06,4.89e-09,1e-10,0.5,2976000000,0.0001145,-10.31,1.969,3.316
1.67e-13,3.79e-06,4.89e-09,1e-10,0.6333,4155000000,0.0006368,-23.22,1.832,8.629
1.67e-13,3.79e-06,4.89e-09,1e-10,0.7667,4655000000,0.001549,-23.05,1.829,9.618
1.67e-13,3.79e-06,4.89e-09,1.25e-10,0.9,5328000000,0.002576,-13.63,1.846,8.877
1.67e-13,3.79e-06,4.89e-09,1.25e-10,0.5,3119000000,0.0001145,-12.17,1.964,2.953
1.67e-13,3.79e-06,4.89e-09,1.25e-10,0.6333,4560000000,0.0006368,-21.12,1.827,7.865
1.67e-13,3.79e-06,4.89e-09,1.25e-10,0.7667,5194000000,0.001549,-15.87,1.826,8.737
1.67e-13,3.79e-06,4.89e-09,1.5e-10,0.9,5860000000,0.002576,-11.34,1.846,8.097
1.67e-13,3.79e-06,4.89e-09,1.5e-10,0.5,3264000000,0.0001145,-14.29,1.959,2.599
1.67e-13,3.79e-06,4.89e-09,1.5e-10,0.6333,4981000000,0.0006368,-16.37,1.824,7.157
1.67e-13,3.79e-06,4.89e-09,1.5e-10,0.7667,5755000000,0.001549,-12.52,1.824,7.934
1.67e-13,3.79e-06,4.89e-09,1.75e-10,0.9,6419000000,0.002576,-9.695,1.847,7.375
1.67e-13,3.79e-06,4.89e-09,1.75e-10,0.5,3413000000,0.0001145,-16.72,1.956,2.253
1.67e-13,3.79e-06,4.89e-09,1.75e-10,0.6333,5409000000,0.0006368,-13.42,1.82,6.498
1.67e-13,3.79e-06,4.89e-09,1.75e-10,0.7667,6328000000,0.001549,-10.45,1.822,7.197
1.67e-13,3.79e-06,4.89e-09,2e-10,0.9,7007000000,0.002576,-8.472,1.848,6.702
1.67e-13,3.79e-06,4.89e-09,2e-10,0.5,3564000000,0.0001145,-19.43,1.953,1.915
1.67e-13,3.79e-06,4.89e-09,2e-10,0.6333,5852000000,0.0006368,-11.43,1.818,5.882
1.67e-13,3.79e-06,4.89e-09,2e-10,0.7667,6916000000,0.001549,-9.006,1.82,6.516
1.67e-13,3.79e-06,5.11e-09,1e-10,0.9,4643000000,0.002576,-20.31,1.833,9.913
1.67e-13,3.79e-06,5.11e-09,1e-10,0.5,2860000000,0.0001145,-10.19,1.957,3.482
1.67e-13,3.79e-06,5.11e-09,1e-10,0.6333,4020000000,0.0006368,-17.5,1.825,8.795
1.67e-13,3.79e-06,5.11e-09,1e-10,0.7667,4458000000,0.001549,-19.96,1.824,9.826
1.67e-13,3.79e-06,5.11e-09,1.25e-10,0.9,5184000000,0.002576,-15.04,1.832,9.022
1.67e-13,3.79e-06,5.11e-09,1.25e-10,0.5,2995000000,0.0001145,-12.02,1.952,3.122
1.67e-13,3.79e-06,5.11e-09,1.25e-10,0.6333,4390000000,0.0006368,-17.9,1.822,8.051
1.67e-13,3.79e-06,5.11e-09,1.25e-10,0.7667,4967000000,0.001549,-15.58,1.82,8.96
1.67e-13,3.79e-06,5.11e-09,1.5e-10,0.9,5707000000,0.002576,-12.08,1.831,8.246
1.67e-13,3.79e-06,5.11e-09,1.5e-10,0.5,3134000000,0.0001145,-14.1,1.948,2.771
1.67e-13,3.79e-06,5.11e-09,1.5e-10,0.6333,4779000000,0.0006368,-15.52,1.818,7.358
1.67e-13,3.79e-06,5.11e-09,1.5e-10,0.7667,5488000000,0.001549,-12.56,1.817,8.168
1.67e-13,3.79e-06,5.11e-09,1.75e-10,0.9,6219000000,0.002576,-10.16,1.83,7.545
1.67e-13,3.79e-06,5.11e-09,1.75e-10,0.5,3276000000,0.0001145,-16.5,1.944,2.428
1.67e-13,3.79e-06,5.11e-09,1.75e-10,0.6333,5184000000,0.0006368,-13.2,1.814,6.712
1.67e-13,3.79e-06,5.11e-09,1.75e-10,0.7667,6027000000,0.001549,-10.55,1.814,7.438
1.67e-13,3.79e-06,5.11e-09,2e-10,0.9,6765000000,0.002576,-8.8,1.83,6.89
1.67e-13,3.79e-06,5.11e-09,2e-10,0.5,3420000000,0.0001145,-19.24,1.941,2.092
1.67e-13,3.79e-06,5.11e-09,2e-10,0.6333,5590000000,0.0006368,-11.42,1.81,6.105
1.67e-13,3.79e-06,5.11e-09,2e-10,0.7667,6580000000,0.001549,-9.121,1.811,6.762
1.67e-13,3.79e-06,5.33e-09,1e-10,0.9,4398000000,0.002576,-23.06,1.827,10.17
1.67e-13,3.79e-06,5.33e-09,1e-10,0.5,2761000000,0.0001145,-9.92,1.948,3.636
1.67e-13,3.79e-06,5.33e-09,1e-10,0.6333,3957000000,0.0006368,-14.32,1.808,8.885
1.67e-13,3.79e-06,5.33e-09,1e-10,0.7667,4342000000,0.001549,-15.11,1.808,9.971
1.67e-13,3.79e-06,5.33e-09,1.25e-10,0.9,4913000000,0.002576,-15.96,1.824,9.286
1.67e-13,3.79e-06,5.33e-09,1.25e-10,0.5,2881000000,0.0001145,-11.73,1.943,3.286
1.67e-13,3.79e-06,5.33e-09,1.25e-10,0.6333,4294000000,0.0006368,-14.2,1.808,8.175
1.67e-13,3.79e-06,5.33e-09,1.25e-10,0.7667,4803000000,0.001549,-13.78,1.809,9.134
1.67e-13,3.79e-06,5.33e-09,1.5e-10,0.9,5437000000,0.002576,-12.59,1.821,8.482
1.67e-13,3.79e-06,5.33e-09,1.5e-10,0.5,3008000000,0.0001145,-13.83,1.938,2.943
1.67e-13,3.79e-06,5.33e-09,1.5e-10,0.6333,4645000000,0.0006368,-13.41,1.808,7.51
1.67e-13,3.79e-06,5.33e-09,1.5e-10,0.7667,5287000000,0.001549,-11.89,1.81,8.362
1.67e-13,3.79e-06,5.33e-09,1.75e-10,0.9,5992000000,0.002576,-10.51,1.819,7.743
1.67e-13,3.79e-06,5.33e-09,1.75e-10,0.5,3141000000,0.0001145,-16.33,1.934,2.608
1.67e-13,3.79e-06,5.33e-09,1.75e-10,0.6333,5011000000,0.0006368,-12.18,1.809,6.884
1.67e-13,3.79e-06,5.33e-09,1.75e-10,0.7667,5778000000,0.001549,-10.28,1.812,7.648
1.67e-13,3.79e-06,5.33e-09,2e-10,0.9,6550000000,0.002576,-9.055,1.817,7.06
1.67e-13,3.79e-06,5.33e-09,2e-10,0.5,3277000000,0.0001145,-19.48,1.93,2.28
1.67e-13,3.79e-06,5.33e-09,2e-10,0.6333,5389000000,0.0006368,-10.91,1.807,6.294
1.67e-13,3.79e-06,5.33e-09,2e-10,0.7667,6298000000,0.001549,-9.011,1.808,6.984
1.67e-13,3.79e-06,5.56e-09,1e-10,0.9,4252000000,0.002576,-16.82,1.819,10.34
1.67e-13,3.79e-06,5.56e-09,1e-10,0.5,2700000000,0.0001145,-9.239,1.945,3.74
1.67e-13,3.79e-06,5.56e-09,1e-10,0.6333,3814000000,0.0006368,-20.34,1.794,9.062
1.67e-13,3.79e-06,5.56e-09,1e-10,0.7667,4302000000,0.001549,-18.53,1.792,10.05
1.67e-13,3.79e-06,5.56e-09,1.25e-10,0.9,4721000000,0.002576,-14.53,1.821,9.486
1.67e-13,3.79e-06,5.56e-09,1.25e-10,0.5,2804000000,0.0001145,-10.91,1.939,3.409
1.67e-13,3.79e-06,5.56e-09,1.25e-10,0.6333,4199000000,0.0006368,-19.31,1.792,8.301
1.67e-13,3.79e-06,5.56e-09,1.25e-10,0.7667,4748000000,0.001549,-15.09,1.791,9.216
1.67e-13,3.79e-06,5.56e-09,1.5e-10,0.9,5217000000,0.002576,-12.16,1.822,8.7
1.67e-13,3.79e-06,5.56e-09,1.5e-10,0.5,2913000000,0.0001145,-12.83,1.933,3.083
1.67e-13,3.79e-06,5.56e-09,1.5e-10,0.6333,4582000000,0.0006368,-15.88,1.791,7.599
1.67e-13,3.79e-06,5.56e-09,1.5e-10,0.7667,5175000000,0.001549,-12.41,1.791,8.482
1.67e-13,3.79e-06,5.56e-09,1.75e-10,0.9,5716000000,0.002576,-10.37,1.818,7.974
1.67e-13,3.79e-06,5.56e-09,1.75e-10,0.5,3029000000,0.0001145,-15.11,1.927,2.763
1.67e-13,3.79e-06,5.56e-09,1.75e-10,0.6333,4932000000,0.0006368,-13.31,1.79,6.978
1.67e-13,3.79e-06,5.56e-09,1.75e-10,0.7667,5630000000,0.001549,-10.53,1.791,7.796
1.67e-13,3.79e-06,5.56e-09,2e-10,0.9,6246000000,0.002576,-9.031,1.814,7.301
1.67e-13,3.79e-06,5.56e-09,2e-10,0.5,3152000000,0.0001145,-17.96,1.922,2.448
1.67e-13,3.79e-06,5.56e-09,2e-10,0.6333,5270000000,0.0006368,-11.47,1.79,6.416
1.67e-13,3.79e-06,5.56e-09,2e-10,0.7667,6098000000,0.001549,-9.162,1.791,7.154
1.67e-13,3.79e-06,5.78e-09,1e-10,0.9,4256000000,0.002576,-17.07,1.799,10.38
1.67e-13,3.79e-06,5.78e-09,1e-10,0.5,2721000000,0.0001145,-7.963,1.944,3.727
1.67e-13,3.79e-06,5.78e-09,1e-10,0.6333,3617000000,0.0006368,-24.99,1.788,9.325
1.67e-13,3.79e-06,5.78e-09,1e-10,0.7667,4037000000,0.001549,-26.57,1.786,10.34
1.67e-13,3.79e-06,5.78e-09,1.25e-10,0.9,4670000000,0.002576,-14.39,1.798,9.57
1.67e-13,3.79e-06,5.78e-09,1.25e-10,0.5,2805000000,0.0001145,-9.316,1.944,3.429
1.67e-13,3.79e-06,5.78e-09,1.25e-10,0.6333,3960000000,0.0006368,-25.22,1.784,8.575
1.67e-13,3.79e-06,5.78e-09,1.25e-10,0.7667,4493000000,0.001549,-17.34,1.783,9.483
1.67e-13,3.79e-06,5.78e-09,1.5e-10,0.9,5105000000,0.002576,-12.02,1.798,8.823
1.67e-13,3.79e-06,5.78e-09,1.5e-10,0.5,2894000000,0.0001145,-10.8,1.936,3.131
1.67e-13,3.79e-06,5.78e-09,1.5e-10,0.6333,4311000000,0.0006368,-18.11,1.782,7.881
1.67e-13,3.79e-06,5.78e-09,1.5e-10,0.7667,4959000000,0.001549,-13.49,1.781,8.698
1.67e-13,3.79e-06,5.78e-09,1.75e-10,0.9,5566000000,0.002576,-10.29,1.799,8.127
1.67e-13,3.79e-06,5.78e-09,1.75e-10,0.5,2989000000,0.0001145,-12.43,1.929,2.836
1.67e-13,3.79e-06,5.78e-09,1.75e-10,0.6333,4677000000,0.0006368,-14.52,1.779,7.235
1.67e-13,3.79e-06,5.78e-09,1.75e-10,0.7667,5435000000,0.001549,-11.19,1.779,7.976
1.67e-13,3.79e-06,5.78e-09,2e-10,0.9,6040000000,0.002576,-8.988,1.8,7.477
1.67e-13,3.79e-06,5.78e-09,2e-10,0.5,3088000000,0.0001145,-14.23,1.922,2.544
1.67e-13,3.79e-06,5.78e-09,2e-10,0.6333,5047000000,0.0006368,-12.26,1.777,6.632
1.67e-13,3.79e-06,5.78e-09,2e-10,0.7667,5941000000,0.001549,-9.612,1.777,7.308
1.67e-13,3.79e-06,6e-09,1e-10,0.9,3993000000,0.002576,-26.15,1.793,10.67
1.67e-13,3.79e-06,6e-09,1e-10,0.5,2686000000,0.0001145,-8.281,1.917,3.785
1.67e-13,3.79e-06,6e-09,1e-10,0.6333,3562000000,0.0006368,-14.03,1.782,9.406
1.67e-13,3.79e-06,6e-09,1e-10,0.7667,3938000000,0.001549,-15.52,1.779,10.48
1.67e-13,3.79e-06,6e-09,1.25e-10,0.9,4450000000,0.002576,-17.1,1.79,9.808
1.67e-13,3.79e-06,6e-09,1.25e-10,0.5,2818000000,0.0001145,-9.205,1.917,3.414
1.67e-13,3.79e-06,6e-09,1.25e-10,0.6333,3869000000,0.0006368,-15.26,1.783,8.7
1.67e-13,3.79e-06,6e-09,1.25e-10,0.7667,4343000000,0.001549,-14.42,1.78,9.655
1.67e-13,3.79e-06,6e-09,1.5e-10,0.9,4918000000,0.002576,-13.32,1.788,9.017
1.67e-13,3.79e-06,6e-09,1.5e-10,0.5,2949000000,0.0001145,-10.04,1.917,3.055
1.67e-13,3.79e-06,6e-09,1.5e-10,0.6333,4183000000,0.0006368,-14.59,1.784,8.039
1.67e-13,3.79e-06,6e-09,1.5e-10,0.7667,4769000000,0.001549,-12.48,1.781,8.896
1.67e-13,3.79e-06,6e-09,1.75e-10,0.9,5395000000,0.002576,-11.06,1.786,8.29
1.67e-13,3.79e-06,6e-09,1.75e-10,0.5,3049000000,0.0001145,-10.73,1.918,2.757
1.67e-13,3.79e-06,6e-09,1.75e-10,0.6333,4507000000,0.0006368,-13.11,1.78,7.418
1.67e-13,3.79e-06,6e-09,1.75e-10,0.7667,5217000000,0.001549,-10.78,1.78,8.193
1.67e-13,3.79e-06,6e-09,2e-10,0.9,5906000000,0.002576,-9.507,1.784,7.617
1.67e-13,3.79e-06,6e-09,2e-10,0.5,3126000000,0.0001145,-11.27,1.92,2.5
1.67e-13,3.79e-06,6e-09,2e-10,0.6333,4849000000,0.0006368,-11.64,1.776,6.834
1.67e-13,3.79e-06,6e-09,2e-10,0.7667,5668000000,0.001549,-9.445,1.777,7.539
1.67e-13,3.89e-06,5.2e-09,1e-10,0.9,4544000000,0.002649,-23.33,1.847,10.14
1.67e-13,3.89e-06,5.2e-09,1e-10,0.5,2839000000,0.0001178,-10.2,1.97,3.618
1.67e-13,3.89e-06,5.2e-09,1e-10,0.6333,4040000000,0.0006549,-14.24,1.83,8.904
1.67e-13,3.89e-06,5.2e-09,1e-10,0.7667,4449000000,0.001593,-16.27,1.83,9.973
