C1,C2,L1,L2,Wn,Wvar,DCPowerConsumption,OscillationFrequency,TuningRange,OutputPower,PhaseNoise
7e-13,5e-14,5.5e-10,5e-10,6e-06,7e-06,0.0931,30100000000.0,1060000000.0,11.81,-90.82
7e-13,5e-14,5.5e-10,5e-10,6e-06,7.5e-06,0.0931,29800000000.0,2080000000.0,8.382,-96.04
7e-13,5e-14,5.5e-10,5e-10,6e-06,8e-06,0.0931,29600000000.0,2400000000.0,8.049,-95.93
7e-13,5e-14,5.5e-10,5e-10,6e-06,8.5e-06,0.0931,29400000000.0,2140000000.0,7.71,-95.78
7e-13,5e-14,5.5e-10,5e-10,6e-06,9e-06,0.0931,29300000000.0,1800000000.0,7.318,-80.45
7e-13,5e-14,5.5e-10,5e-10,6.5e-06,5.5e-06,0.101,29500000000.0,5000000000.0,11.57,-76.91
7e-13,5e-14,5.5e-10,5e-10,6.5e-06,6e-06,0.101,30300000000.0,4330000000.0,7.856,-88.68
7e-13,5e-14,5.5e-10,5e-10,6.5e-06,6.5e-06,0.101,30100000000.0,4340000000.0,9.192,-89.03
7e-13,5e-14,5.5e-10,5e-10,6.5e-06,7e-06,0.101,29400000000.0,4340000000.0,8.937,-95.3
7e-13,5e-14,5.5e-10,5e-10,6.5e-06,7.5e-06,0.101,28800000000.0,4310000000.0,8.714,-96.48
7e-13,5e-14,5.5e-10,5e-10,6.5e-06,8e-06,0.101,28800000000.0,4010000000.0,8.33,-95.38
7e-13,5e-14,5.5e-10,5e-10,6.5e-06,8.5e-06,0.101,28600000000.0,2090000000.0,8.142,-95.34
7e-13,5e-14,5.5e-10,5e-10,6.5e-06,9e-06,0.101,28500000000.0,3210000000.0,7.856,-94.97
7e-13,5e-14,5.5e-10,5e-10,7e-06,5e-06,0.109,30300000000.0,2650000000.0,6.688,-82.45
7e-13,5e-14,5.5e-10,5e-10,7e-06,5.5e-06,0.109,28500000000.0,2160000000.0,12.66,-88.9
7e-13,5e-14,5.5e-10,5e-10,7e-06,6e-06,0.109,28300000000.0,1800000000.0,12.5,-90.11
7e-13,5e-14,5.5e-10,5e-10,7e-06,6.5e-06,0.109,28400000000.0,4300000000.0,7.484,-88.35
7e-13,5e-14,5.5e-10,5e-10,7e-06,7e-06,0.109,29300000000.0,4300000000.0,5.601,-77.97
7e-13,5e-14,5.5e-10,5e-10,7e-06,7.5e-06,0.109,28200000000.0,4300000000.0,8.74,-85.69
7e-13,5e-14,5.5e-10,5e-10,7e-06,8e-06,0.109,27700000000.0,4290000000.0,8.523,-96.57
7e-13,5e-14,5.5e-10,5e-10,7e-06,8.5e-06,0.109,27100000000.0,4220000000.0,8.342,-96.16
7e-13,5e-14,5.5e-10,5e-10,7e-06,9e-06,0.109,27700000000.0,993000000.0,11.75,-90.72
7e-13,5e-14,5.5e-10,5e-10,7.5e-06,5e-06,0.116,28000000000.0,1970000000.0,6.473,-83.59
7e-13,5e-14,5.5e-10,5e-10,7.5e-06,5.5e-06,0.116,28600000000.0,2570000000.0,6.366,-83.25
7e-13,5e-14,5.5e-10,5e-10,7.5e-06,6e-06,0.116,28000000000.0,3050000000.0,6.208,-82.56
7e-13,5e-14,5.5e-10,5e-10,7.5e-06,7e-06,0.116,27300000000.0,4250000000.0,5.681,-79.9
7e-13,5e-14,5.5e-10,5e-10,7.5e-06,7.5e-06,0.116,27700000000.0,4250000000.0,5.367,-78.65
7e-13,5e-14,5.5e-10,5e-10,7.5e-06,8e-06,0.116,28000000000.0,3140000000.0,11.62,-88.02
7e-13,5e-14,5.5e-10,5e-10,7.5e-06,8.5e-06,0.116,27900000000.0,4240000000.0,8.309,-84.98
7e-13,5e-14,5.5e-10,5e-10,8e-06,5e-06,0.124,27300000000.0,1500000000.0,6.261,-84.64
7e-13,5e-14,5.5e-10,5e-10,8e-06,5.5e-06,0.124,27300000000.0,1790000000.0,6.161,-84.38
7e-13,5e-14,5.5e-10,5e-10,8e-06,6e-06,0.124,27500000000.0,2250000000.0,6.056,-84.07
7e-13,5e-14,5.5e-10,5e-10,8e-06,6.5e-06,0.124,27200000000.0,2690000000.0,5.921,-83.55
7e-13,5e-14,5.5e-10,5e-10,8e-06,7e-06,0.124,26600000000.0,3070000000.0,5.726,-82.52
7e-13,5e-14,5.5e-10,5e-10,8e-06,7.5e-06,0.124,26500000000.0,4140000000.0,5.479,-81.19
7e-13,5e-14,5.5e-10,5e-10,8e-06,8e-06,0.124,26700000000.0,4180000000.0,5.22,-80.24
7e-13,5e-14,5.5e-10,5e-10,8e-06,8.5e-06,0.124,28100000000.0,4180000000.0,4.935,-79.16
7e-13,5e-14,5.5e-10,5e-10,8e-06,9e-06,0.124,28400000000.0,4190000000.0,6.582,-92.94
7e-13,5e-14,5.5e-10,5e-10,8.5e-06,5.5e-06,0.132,26600000000.0,1400000000.0,5.962,-85.3
7e-13,5e-14,5.5e-10,5e-10,8.5e-06,6.5e-06,0.132,26300000000.0,1950000000.0,5.755,-84.9
7e-13,5e-14,5.5e-10,5e-10,8.5e-06,7e-06,0.132,26300000000.0,2340000000.0,5.636,-84.5
7e-13,5e-14,5.5e-10,5e-10,8.5e-06,7.5e-06,0.132,26000000000.0,2660000000.0,5.48,-83.78
7e-13,5e-14,5.5e-10,5e-10,8.5e-06,8e-06,0.132,25700000000.0,2970000000.0,5.276,-82.67
7e-13,5e-14,5.5e-10,5e-10,8.5e-06,8.5e-06,0.132,25700000000.0,4050000000.0,5.047,-81.58
7e-13,5e-14,5.5e-10,5e-10,8.5e-06,9e-06,0.132,26000000000.0,4090000000.0,4.812,-80.8
7e-13,5e-14,5.5e-10,5e-10,9e-06,6.5e-06,0.14,25800000000.0,1470000000.0,5.568,-85.2
7e-13,5e-14,5.5e-10,5e-10,9e-06,7.5e-06,0.14,25400000000.0,2010000000.0,5.354,-85.41
7e-13,5e-14,5.5e-10,5e-10,9e-06,8e-06,0.14,25500000000.0,2300000000.0,5.224,-84.91
7e-13,5e-14,5.5e-10,5e-10,9e-06,8.5e-06,0.14,25400000000.0,2540000000.0,5.059,-84.1
7e-13,5e-14,5.5e-10,5e-10,9e-06,9e-06,0.14,25100000000.0,2780000000.0,4.863,-83.07
7e-13,5e-14,5.5e-10,5.5e-10,5e-06,5e-06,0.0776,29900000000.0,4200000000.0,9.787,-92.28
7e-13,5e-14,5.5e-10,5.5e-10,5e-06,5.5e-06,0.0776,31400000000.0,2260000000.0,9.35,-95.33
7e-13,5e-14,5.5e-10,5.5e-10,5e-06,6e-06,0.0776,31000000000.0,2930000000.0,8.984,-96.02
7e-13,5e-14,5.5e-10,5.5e-10,5e-06,6.5e-06,0.0776,30700000000.0,2130000000.0,8.184,-99.01
7e-13,5e-14,5.5e-10,5.5e-10,5e-06,7e-06,0.0776,30500000000.0,2000000000.0,7.894,-99.01
7e-13,5e-14,5.5e-10,5.5e-10,5e-06,7.5e-06,0.0776,29200000000.0,868000000.0,11.43,-90.61
7e-13,5e-14,5.5e-10,5.5e-10,5e-06,8e-06,0.0776,30200000000.0,1620000000.0,7.18,-97.33
7e-13,5e-14,5.5e-10,5.5e-10,5e-06,8.5e-06,0.0776,30400000000.0,839000000.0,11.22,-87.99
7e-13,5e-14,5.5e-10,5.5e-10,5e-06,9e-06,0.0776,30300000000.0,832000000.0,11.1,-83.09
7e-13,5e-14,5.5e-10,5.5e-10,5.5e-06,5e-06,0.0853,30300000000.0,4380000000.0,8.467,-91.56
7e-13,5e-14,5.5e-10,5.5e-10,5.5e-06,5.5e-06,0.0853,28800000000.0,4410000000.0,9.736,-87.83
7e-13,5e-14,5.5e-10,5.5e-10,5.5e-06,6e-06,0.0853,28300000000.0,4420000000.0,9.322,-94.55
7e-13,5e-14,5.5e-10,5.5e-10,5.5e-06,6.5e-06,0.0853,29900000000.0,2300000000.0,9.008,-95.41
7e-13,5e-14,5.5e-10,5.5e-10,5.5e-06,7e-06,0.0853,29600000000.0,1030000000.0,11.74,-90.75
7e-13,5e-14,5.5e-10,5.5e-10,5.5e-06,7.5e-06,0.0853,29300000000.0,2200000000.0,7.942,-97.42
7e-13,5e-14,5.5e-10,5.5e-10,5.5e-06,8e-06,0.0853,29200000000.0,948000000.0,11.51,-89.72
7e-13,5e-14,5.5e-10,5.5e-10,5.5e-06,8.5e-06,0.0853,29200000000.0,1690000000.0,7.418,-91.15
7e-13,5e-14,5.5e-10,5.5e-10,5.5e-06,9e-06,0.0853,29200000000.0,1520000000.0,7.191,-97.58
7e-13,5e-14,5.5e-10,5.5e-10,6e-06,5e-06,0.0931,29300000000.0,1660000000.0,12.56,-91.92
7e-13,5e-14,5.5e-10,5.5e-10,6e-06,5.5e-06,0.0931,28600000000.0,4370000000.0,6.52,-77.49
7e-13,5e-14,5.5e-10,5.5e-10,6e-06,6.5e-06,0.0931,28700000000.0,4410000000.0,9.236,-94.42
7e-13,5e-14,5.5e-10,5.5e-10,6e-06,7e-06,0.0931,28800000000.0,1140000000.0,11.93,-92.03
7e-13,5e-14,5.5e-10,5.5e-10,6e-06,7.5e-06,0.0931,28500000000.0,4100000000.0,8.502,-96.26
7e-13,5e-14,5.5e-10,5.5e-10,6e-06,8e-06,0.0931,28300000000.0,978000000.0,11.72,-86.06
7e-13,5e-14,5.5e-10,5.5e-10,6e-06,8.5e-06,0.0931,28200000000.0,1370000000.0,7.953,-96.29
7e-13,5e-14,5.5e-10,5.5e-10,6e-06,9e-06,0.0931,28100000000.0,2060000000.0,7.59,-93.73
7e-13,5e-14,5.5e-10,5.5e-10,6.5e-06,5e-06,0.101,28800000000.0,3420000000.0,6.866,-82.01
7e-13,5e-14,5.5e-10,5.5e-10,6.5e-06,5.5e-06,0.101,28600000000.0,2020000000.0,12.58,-77.23
7e-13,5e-14,5.5e-10,5.5e-10,6.5e-06,6e-06,0.101,27900000000.0,4350000000.0,7.869,-90.86
7e-13,5e-14,5.5e-10,5.5e-10,6.5e-06,6.5e-06,0.101,29400000000.0,4360000000.0,5.921,-77.18
7e-13,5e-14,5.5e-10,5.5e-10,6.5e-06,7e-06,0.101,28800000000.0,4360000000.0,9.123,-84.48
7e-13,5e-14,5.5e-10,5.5e-10,6.5e-06,7.5e-06,0.101,27700000000.0,1170000000.0,12.0,-91.2
7e-13,5e-14,5.5e-10,5.5e-10,6.5e-06,8e-06,0.101,27500000000.0,4340000000.0,8.575,-96.81
7e-13,5e-14,5.5e-10,5.5e-10,6.5e-06,8.5e-06,0.101,27400000000.0,997000000.0,11.8,-90.98
7e-13,5e-14,5.5e-10,5.5e-10,6.5e-06,9e-06,0.101,27300000000.0,1570000000.0,11.04,-96.62
7e-13,5e-14,5.5e-10,5.5e-10,7e-06,5e-06,0.109,29000000000.0,2380000000.0,6.653,-83.33
7e-13,5e-14,5.5e-10,5.5e-10,7e-06,5.5e-06,0.109,28000000000.0,3050000000.0,6.535,-82.88
7e-13,5e-14,5.5e-10,5.5e-10,7e-06,6e-06,0.109,27500000000.0,4220000000.0,6.334,-81.8
7e-13,5e-14,5.5e-10,5.5e-10,7e-06,6.5e-06,0.109,27100000000.0,4960000000.0,-2.456,-81.67
7e-13,5e-14,5.5e-10,5.5e-10,7e-06,7e-06,0.109,26800000000.0,4310000000.0,5.707,-78.52
7e-13,5e-14,5.5e-10,5.5e-10,7e-06,7.5e-06,0.109,27900000000.0,4300000000.0,5.445,-77.91
7e-13,5e-14,5.5e-10,5.5e-10,7e-06,8e-06,0.109,27900000000.0,4310000000.0,8.611,-91.81
7e-13,5e-14,5.5e-10,5.5e-10,7e-06,8.5e-06,0.109,27000000000.0,1080000000.0,11.99,-91.14
7e-13,5e-14,5.5e-10,5.5e-10,7e-06,9e-06,0.109,26500000000.0,4280000000.0,8.285,-95.91
7e-13,5e-14,5.5e-10,5.5e-10,7.5e-06,5e-06,0.116,26900000000.0,1660000000.0,6.429,-84.45
7e-13,5e-14,5.5e-10,5.5e-10,7.5e-06,5.5e-06,0.116,27200000000.0,2110000000.0,6.329,-84.16
7e-13,5e-14,5.5e-10,5.5e-10,7.5e-06,6e-06,0.116,27000000000.0,2700000000.0,6.218,-83.78
7e-13,5e-14,5.5e-10,5.5e-10,7.5e-06,6.5e-06,0.116,26400000000.0,3190000000.0,6.056,-83.0
7e-13,5e-14,5.5e-10,5.5e-10,7.5e-06,7e-06,0.116,26100000000.0,4770000000.0,9.093,-78.14
7e-13,5e-14,5.5e-10,5.5e-10,7.5e-06,7.5e-06,0.116,26000000000.0,4240000000.0,5.537,-80.17
7e-13,5e-14,5.5e-10,5.5e-10,7.5e-06,8e-06,0.116,27600000000.0,4240000000.0,7.032,-87.82
7e-13,5e-14,5.5e-10,5.5e-10,7.5e-06,8.5e-06,0.116,27200000000.0,4240000000.0,6.847,-94.87
7e-13,5e-14,5.5e-10,5.5e-10,7.5e-06,9e-06,0.116,26900000000.0,1140000000.0,12.08,-91.02
7e-13,5e-14,5.5e-10,5.5e-10,8e-06,5e-06,0.124,26300000000.0,1380000000.0,6.227,-85.55
7e-13,5e-14,5.5e-10,5.5e-10,8e-06,6e-06,0.124,26000000000.0,1860000000.0,6.019,-85.0
7e-13,5e-14,5.5e-10,5.5e-10,8e-06,6.5e-06,0.124,26100000000.0,2340000000.0,5.911,-84.67
7e-13,5e-14,5.5e-10,5.5e-10,8e-06,7e-06,0.124,26100000000.0,2750000000.0,5.776,-84.12
7e-13,5e-14,5.5e-10,5.5e-10,8e-06,7.5e-06,0.124,26000000000.0,3170000000.0,5.586,-83.07
7e-13,5e-14,5.5e-10,5.5e-10,8e-06,8e-06,0.124,26000000000.0,4140000000.0,5.348,-81.68
7e-13,5e-14,5.5e-10,5.5e-10,8e-06,8.5e-06,0.124,25900000000.0,4160000000.0,5.094,-80.6
7e-13,5e-14,5.5e-10,5.5e-10,8e-06,9e-06,0.124,26300000000.0,4160000000.0,6.68,-87.48
7e-13,5e-14,5.5e-10,5.5e-10,8.5e-06,5e-06,0.132,25600000000.0,1250000000.0,6.044,-86.61
7e-13,5e-14,5.5e-10,5.5e-10,8.5e-06,6e-06,0.132,25400000000.0,1410000000.0,5.824,-86.09
7e-13,5e-14,5.5e-10,5.5e-10,8.5e-06,7e-06,0.132,25100000000.0,1990000000.0,5.613,-85.56
7e-13,5e-14,5.5e-10,5.5e-10,8.5e-06,7.5e-06,0.132,25300000000.0,2370000000.0,5.494,-85.15
7e-13,5e-14,5.5e-10,5.5e-10,8.5e-06,8e-06,0.132,25300000000.0,2670000000.0,5.343,-84.44
7e-13,5e-14,5.5e-10,5.5e-10,9e-06,5e-06,0.14,25000000000.0,1160000000.0,5.873,-87.63
7e-13,5e-14,5.5e-10,5.5e-10,9e-06,6.5e-06,0.14,24700000000.0,412000000.0,5.318,-85.23
7e-13,5e-14,5.5e-10,5.5e-10,9e-06,7e-06,0.14,24600000000.0,1460000000.0,5.43,-86.64
7e-13,5e-14,5.5e-10,5.5e-10,9e-06,7.5e-06,0.14,24300000000.0,1700000000.0,5.324,-86.4
7e-13,5e-14,5.5e-10,5.5e-10,9e-06,8.5e-06,0.14,24200000000.0,2290000000.0,5.087,-85.62
7e-13,5e-14,5.5e-10,5.5e-10,9e-06,9e-06,0.14,24200000000.0,2530000000.0,4.931,-84.84
7e-13,5e-14,5.5e-10,6.5e-10,5e-06,5e-06,0.0776,28100000000.0,4480000000.0,10.45,-89.46
7e-13,5e-14,5.5e-10,6.5e-10,5e-06,5.5e-06,0.0776,27800000000.0,4510000000.0,9.828,-91.7
7e-13,5e-14,5.5e-10,6.5e-10,5e-06,6e-06,0.0776,27400000000.0,4520000000.0,9.416,-95.72
7e-13,5e-14,5.5e-10,6.5e-10,5e-06,6.5e-06,0.0776,28600000000.0,1950000000.0,8.684,-73.91
7e-13,5e-14,5.5e-10,6.5e-10,5e-06,7e-06,0.0776,28400000000.0,1600000000.0,8.581,-97.85
7e-13,5e-14,5.5e-10,6.5e-10,5e-06,8e-06,0.0776,27700000000.0,1710000000.0,7.656,-87.01
7e-13,5e-14,5.5e-10,6.5e-10,5e-06,8.5e-06,0.0776,27400000000.0,1600000000.0,7.262,-94.15
7e-13,5e-14,5.5e-10,6.5e-10,5e-06,9e-06,0.0776,27200000000.0,815000000.0,11.34,-90.33
7e-13,5e-14,5.5e-10,6.5e-10,5.5e-06,5e-06,0.0853,27900000000.0,4440000000.0,7.156,-79.86
7e-13,5e-14,5.5e-10,6.5e-10,5.5e-06,5.5e-06,0.0853,29300000000.0,4460000000.0,6.729,-77.16
7e-13,5e-14,5.5e-10,6.5e-10,5.5e-06,6e-06,0.0853,27500000000.0,930000000.0,6.917,-78.24
7e-13,5e-14,5.5e-10,6.5e-10,5.5e-06,6.5e-06,0.0853,27600000000.0,4520000000.0,9.365,-95.7
7e-13,5e-14,5.5e-10,6.5e-10,5.5e-06,7e-06,0.0853,27500000000.0,1090000000.0,11.97,-91.77
7e-13,5e-14,5.5e-10,6.5e-10,5.5e-06,7.5e-06,0.0853,27300000000.0,1020000000.0,11.85,-91.4
7e-13,5e-14,5.5e-10,6.5e-10,5.5e-06,8e-06,0.0853,27200000000.0,3770000000.0,8.296,-96.58
7e-13,5e-14,5.5e-10,6.5e-10,5.5e-06,8.5e-06,0.0853,27200000000.0,2260000000.0,7.903,-95.99
7e-13,5e-14,5.5e-10,6.5e-10,5.5e-06,9e-06,0.0853,27000000000.0,1710000000.0,7.502,-86.34
7e-13,5e-14,5.5e-10,6.5e-10,6e-06,5e-06,0.0931,29600000000.0,3970000000.0,7.052,-82.36
7e-13,5e-14,5.5e-10,6.5e-10,6e-06,5.5e-06,0.0931,27500000000.0,4410000000.0,6.839,-81.16
7e-13,5e-14,5.5e-10,6.5e-10,6e-06,6e-06,0.0931,27000000000.0,4430000000.0,8.178,-93.3
7e-13,5e-14,5.5e-10,6.5e-10,6e-06,6.5e-06,0.0931,27800000000.0,4430000000.0,6.101,-76.42
7e-13,5e-14,5.5e-10,6.5e-10,6e-06,7e-06,0.0931,27300000000.0,1450000000.0,12.16,-92.06
7e-13,5e-14,5.5e-10,6.5e-10,6e-06,7.5e-06,0.0931,26300000000.0,4520000000.0,9.055,-98.04
7e-13,5e-14,5.5e-10,6.5e-10,6e-06,8.5e-06,0.0931,26100000000.0,4290000000.0,8.417,-96.25
7e-13,5e-14,5.5e-10,6.5e-10,6e-06,9e-06,0.0931,26100000000.0,941000000.0,11.74,-91.12
7e-13,5e-14,5.5e-10,6.5e-10,6.5e-06,5e-06,0.101,28000000000.0,2420000000.0,6.802,-83.7
7e-13,5e-14,5.5e-10,6.5e-10,6.5e-06,5.5e-06,0.101,26700000000.0,3250000000.0,6.699,-83.31
7e-13,5e-14,5.5e-10,6.5e-10,6.5e-06,6e-06,0.101,26300000000.0,5000000000.0,9.147,-76.43
7e-13,5e-14,5.5e-10,6.5e-10,6.5e-06,6.5e-06,0.101,26000000000.0,1930000000.0,12.58,-91.4
7e-13,5e-14,5.5e-10,6.5e-10,6.5e-06,7e-06,0.101,26600000000.0,4950000000.0,12.19,-65.33
7e-13,5e-14,5.5e-10,6.5e-10,6.5e-06,7.5e-06,0.101,26700000000.0,1260000000.0,12.29,-91.63
7e-13,5e-14,5.5e-10,6.5e-10,6.5e-06,8e-06,0.101,25900000000.0,4380000000.0,8.781,-97.28
7e-13,5e-14,5.5e-10,6.5e-10,6.5e-06,8.5e-06,0.101,25400000000.0,1080000000.0,12.04,-91.68
7e-13,5e-14,5.5e-10,6.5e-10,6.5e-06,9e-06,0.101,25300000000.0,4430000000.0,8.427,-96.23
7e-13,5e-14,5.5e-10,6.5e-10,7e-06,5e-06,0.109,25700000000.0,1660000000.0,6.57,-84.93
7e-13,5e-14,5.5e-10,6.5e-10,7e-06,5.5e-06,0.109,26300000000.0,2110000000.0,6.468,-84.62
7e-13,5e-14,5.5e-10,6.5e-10,7e-06,6e-06,0.109,27000000000.0,2830000000.0,6.363,-84.26
7e-13,5e-14,5.5e-10,6.5e-10,7e-06,6.5e-06,0.109,27300000000.0,4200000000.0,6.226,-83.66
7e-13,5e-14,5.5e-10,6.5e-10,7e-06,7e-06,0.109,26700000000.0,2060000000.0,12.67,-90.41
7e-13,5e-14,5.5e-10,6.5e-10,7e-06,7.5e-06,0.109,24900000000.0,1810000000.0,12.52,-90.98
7e-13,5e-14,5.5e-10,6.5e-10,7e-06,8e-06,0.109,26100000000.0,1410000000.0,12.38,-91.28
7e-13,5e-14,5.5e-10,6.5e-10,7e-06,8.5e-06,0.109,25900000000.0,4280000000.0,5.146,-77.85
7e-13,5e-14,5.5e-10,6.5e-10,7e-06,9e-06,0.109,25500000000.0,4300000000.0,8.461,-94.99
7e-13,5e-14,5.5e-10,6.5e-10,7.5e-06,5.5e-06,0.116,24900000000.0,1530000000.0,6.256,-85.84
7e-13,5e-14,5.5e-10,6.5e-10,7.5e-06,6.5e-06,0.116,24600000000.0,2410000000.0,6.043,-85.22
7e-13,5e-14,5.5e-10,6.5e-10,7.5e-06,7.5e-06,0.116,27100000000.0,4170000000.0,5.755,-83.88
7e-13,5e-14,5.5e-10,6.5e-10,7.5e-06,8e-06,0.116,25100000000.0,4190000000.0,5.521,-82.34
7e-13,5e-14,5.5e-10,6.5e-10,7.5e-06,8.5e-06,0.116,23900000000.0,1780000000.0,12.48,-90.62
7e-13,5e-14,5.5e-10,6.5e-10,7.5e-06,9e-06,0.116,23700000000.0,4190000000.0,6.875,-93.64
7e-13,5e-14,5.5e-10,6.5e-10,8e-06,6e-06,0.124,24200000000.0,1410000000.0,5.954,-86.74
7e-13,5e-14,5.5e-10,6.5e-10,8e-06,6.5e-06,0.124,23900000000.0,1630000000.0,5.844,-86.46
7e-13,5e-14,5.5e-10,6.5e-10,8e-06,7e-06,0.124,24100000000.0,2010000000.0,5.736,-86.18
7e-13,5e-14,5.5e-10,6.5e-10,8e-06,7.5e-06,0.124,24300000000.0,2460000000.0,5.623,-85.82
7e-13,5e-14,5.5e-10,6.5e-10,8e-06,8e-06,0.124,23800000000.0,2850000000.0,5.487,-85.22
7e-13,5e-14,5.5e-10,6.5e-10,8e-06,8.5e-06,0.124,23300000000.0,4050000000.0,5.307,-84.16
7e-13,5e-14,5.5e-10,6.5e-10,8e-06,9e-06,0.124,23200000000.0,1860000000.0,12.66,-71.93
7e-13,5e-14,5.5e-10,6.5e-10,8.5e-06,5e-06,0.132,23600000000.0,1070000000.0,11.5,-89.19
7e-13,5e-14,5.5e-10,6.5e-10,8.5e-06,5.5e-06,0.132,23600000000.0,1230000000.0,5.899,-88.16
7e-13,5e-14,5.5e-10,6.5e-10,8.5e-06,7e-06,0.132,23400000000.0,1450000000.0,5.55,-87.35
7e-13,5e-14,5.5e-10,6.5e-10,8.5e-06,7.5e-06,0.132,23100000000.0,1690000000.0,5.44,-87.08
7e-13,5e-14,5.5e-10,6.5e-10,8.5e-06,8e-06,0.132,23000000000.0,2060000000.0,5.33,-86.8
7e-13,5e-14,5.5e-10,6.5e-10,8.5e-06,8.5e-06,0.132,23000000000.0,2390000000.0,5.211,-86.39
7e-13,5e-14,5.5e-10,6.5e-10,8.5e-06,9e-06,0.132,22800000000.0,2700000000.0,5.069,-85.7
7e-13,5e-14,5.5e-10,6.5e-10,9e-06,5e-06,0.14,23400000000.0,1360000000.0,11.16,-81.85
7e-13,5e-14,5.5e-10,6.5e-10,9e-06,5.5e-06,0.14,23100000000.0,1150000000.0,11.36,-91.14
7e-13,5e-14,5.5e-10,6.5e-10,9e-06,6e-06,0.14,23000000000.0,941000000.0,11.58,-76.81
7e-13,5e-14,5.5e-10,6.5e-10,9e-06,8e-06,0.14,22700000000.0,1460000000.0,5.156,-87.98
7e-13,5e-14,5.5e-10,6.5e-10,9e-06,8.5e-06,0.14,22500000000.0,1700000000.0,5.047,-87.72
7e-13,5e-14,5.5e-10,6.5e-10,9e-06,9e-06,0.14,22300000000.0,1990000000.0,4.935,-87.34
7e-13,5e-14,5.5e-10,7e-10,5e-06,5e-06,0.0776,27500000000.0,1520000000.0,12.48,-94.09
7e-13,5e-14,5.5e-10,7e-10,5e-06,5.5e-06,0.0776,27900000000.0,4530000000.0,10.35,-86.29
7e-13,5e-14,5.5e-10,7e-10,5e-06,6e-06,0.0776,28200000000.0,4560000000.0,9.626,-94.73
7e-13,5e-14,5.5e-10,7e-10,5e-06,6.5e-06,0.0776,27700000000.0,4550000000.0,9.228,-96.89
7e-13,5e-14,5.5e-10,7e-10,5e-06,7e-06,0.0776,27500000000.0,4210000000.0,8.729,-98.09
7e-13,5e-14,5.5e-10,7e-10,5e-06,7.5e-06,0.0776,27300000000.0,1520000000.0,8.395,-97.84
7e-13,5e-14,5.5e-10,7e-10,5e-06,8e-06,0.0776,26700000000.0,2010000000.0,7.845,-97.79
7e-13,5e-14,5.5e-10,7e-10,5e-06,9e-06,0.0776,26300000000.0,1470000000.0,7.313,-97.97
7e-13,5e-14,5.5e-10,7e-10,5.5e-06,5e-06,0.0853,28100000000.0,1340000000.0,-3.612,-84.55
7e-13,5e-14,5.5e-10,7e-10,5.5e-06,5.5e-06,0.0853,28300000000.0,5180000000.0,8.58,-92.03
7e-13,5e-14,5.5e-10,7e-10,5.5e-06,6.5e-06,0.0853,27200000000.0,4510000000.0,9.599,-88.18
7e-13,5e-14,5.5e-10,7e-10,5.5e-06,7e-06,0.0853,26600000000.0,4580000000.0,9.194,-97.39
7e-13,5e-14,5.5e-10,7e-10,5.5e-06,7.5e-06,0.0853,26400000000.0,4480000000.0,8.862,-97.3
7e-13,5e-14,5.5e-10,7e-10,5.5e-06,8e-06,0.0853,26300000000.0,4230000000.0,8.503,-96.77
7e-13,5e-14,5.5e-10,7e-10,5.5e-06,8.5e-06,0.0853,26200000000.0,1550000000.0,8.167,-96.27
7e-13,5e-14,5.5e-10,7e-10,5.5e-06,9e-06,0.0853,25900000000.0,2210000000.0,7.777,-95.36
7e-13,5e-14,5.5e-10,7e-10,6e-06,5e-06,0.0931,28200000000.0,3180000000.0,7.016,-83.14
7e-13,5e-14,5.5e-10,7e-10,6e-06,5.5e-06,0.0931,26700000000.0,4370000000.0,6.892,-82.57
7e-13,5e-14,5.5e-10,7e-10,6e-06,6e-06,0.0931,26400000000.0,4450000000.0,6.637,-80.96
7e-13,5e-14,5.5e-10,7e-10,6e-06,6.5e-06,0.0931,26000000000.0,4430000000.0,7.971,-93.97
7e-13,5e-14,5.5e-10,7e-10,6e-06,7e-06,0.0931,26600000000.0,4430000000.0,9.123,-90.9
7e-13,5e-14,5.5e-10,7e-10,6e-06,8e-06,0.0931,25500000000.0,4450000000.0,8.761,-95.92
7e-13,5e-14,5.5e-10,7e-10,6e-06,8.5e-06,0.0931,24800000000.0,4440000000.0,8.588,-96.59
7e-13,5e-14,5.5e-10,7e-10,6e-06,9e-06,0.0931,24400000000.0,4310000000.0,8.206,-88.35
7e-13,5e-14,5.5e-10,7e-10,6.5e-06,5e-06,0.101,26300000000.0,1970000000.0,6.761,-84.45
7e-13,5e-14,5.5e-10,7e-10,6.5e-06,5.5e-06,0.101,26300000000.0,2780000000.0,6.662,-84.1
7e-13,5e-14,5.5e-10,7e-10,6.5e-06,6e-06,0.101,26000000000.0,4020000000.0,6.548,-83.65
7e-13,5e-14,5.5e-10,7e-10,6.5e-06,6.5e-06,0.101,26000000000.0,2190000000.0,12.73,-91.16
7e-13,5e-14,5.5e-10,7e-10,6.5e-06,7e-06,0.101,25900000000.0,4230000000.0,7.579,-91.74
7e-13,5e-14,5.5e-10,7e-10,6.5e-06,7.5e-06,0.101,25900000000.0,4350000000.0,5.701,-78.13
7e-13,5e-14,5.5e-10,7e-10,6.5e-06,8e-06,0.101,24600000000.0,4350000000.0,8.764,-89.56
7e-13,5e-14,5.5e-10,7e-10,6.5e-06,8.5e-06,0.101,25200000000.0,4390000000.0,8.702,-96.86
