Wn,Wvar,C,L1,L2,DCPowerConsumption,OscillationFrequency,TuningRange,OutputPower,PhaseNoise
3.1e-05,1.6e-05,3e-13,3e-10,5e-11,0.0722,32400000000.0,1670000000.0,10.8,-87.6
3.1e-05,1.6e-05,3e-13,3e-10,1.5e-10,0.0722,32400000000.0,1670000000.0,10.8,-88.1
3.1e-05,1.6e-05,3e-13,3e-10,2e-10,0.0722,32400000000.0,1680000000.0,10.8,-87.66
3.1e-05,1.6e-05,3e-13,3e-10,2.5e-10,0.0722,32400000000.0,1670000000.0,10.8,-87.82
3.1e-05,1.6e-05,3e-13,3.5e-10,1e-10,0.0722,30400000000.0,1510000000.0,11.19,-85.43
3.1e-05,1.6e-05,3e-13,3.5e-10,1.5e-10,0.0722,30400000000.0,1500000000.0,11.19,-75.88
3.1e-05,1.6e-05,3e-13,3.5e-10,2e-10,0.0722,30400000000.0,1520000000.0,11.19,-85.26
3.1e-05,1.6e-05,3e-13,3.5e-10,2.5e-10,0.0722,30400000000.0,1510000000.0,11.19,-87.02
3.1e-05,1.6e-05,3e-13,4.5e-10,1e-10,0.0722,27600000000.0,1290000000.0,11.8,-82.86
3.1e-05,1.6e-05,3e-13,4.5e-10,5e-11,0.0722,27600000000.0,1290000000.0,11.8,-82.97
3.1e-05,1.6e-05,3e-13,4.5e-10,1.5e-10,0.0722,27600000000.0,1290000000.0,11.8,-83.05
3.1e-05,1.6e-05,3e-13,4.5e-10,2e-10,0.0722,27600000000.0,1290000000.0,11.8,-83.24
3.1e-05,1.6e-05,3e-13,5e-10,1e-10,0.0722,26600000000.0,1220000000.0,12.02,-83.02
3.1e-05,1.6e-05,3e-13,5e-10,5e-11,0.0722,26600000000.0,1220000000.0,12.02,-82.5
3.1e-05,1.6e-05,3e-13,5e-10,1.5e-10,0.0722,26600000000.0,1220000000.0,12.02,-82.23
3.1e-05,1.6e-05,3e-13,5e-10,2e-10,0.0722,26600000000.0,1220000000.0,12.02,-82.52
3.1e-05,1.6e-05,3e-13,5e-10,2.5e-10,0.0722,26600000000.0,1230000000.0,12.02,-75.94
3.1e-05,1.6e-05,4e-13,4e-10,1e-10,0.0722,28800000000.0,1390000000.0,11.52,-84.18
3.1e-05,1.6e-05,4e-13,4e-10,5e-11,0.0722,28900000000.0,1390000000.0,11.52,-83.81
3.1e-05,1.6e-05,4e-13,4e-10,1.5e-10,0.0722,28800000000.0,1390000000.0,11.52,-83.79
3.1e-05,1.6e-05,4e-13,4e-10,2e-10,0.0722,28800000000.0,1380000000.0,11.52,-84.31
3.1e-05,1.6e-05,4e-13,4e-10,2.5e-10,0.0722,28800000000.0,1380000000.0,11.52,-84.2
3.1e-05,1.6e-05,4e-13,3e-10,1e-10,0.0722,32400000000.0,1670000000.0,10.8,-88.06
3.1e-05,1.6e-05,4e-13,3e-10,5e-11,0.0722,32400000000.0,1680000000.0,10.8,-87.89
3.1e-05,1.6e-05,4e-13,3e-10,1.5e-10,0.0722,32400000000.0,1670000000.0,10.8,-87.28
3.1e-05,1.6e-05,4e-13,3e-10,2e-10,0.0722,32400000000.0,1670000000.0,10.8,-88.13
3.1e-05,1.6e-05,4e-13,3e-10,2.5e-10,0.0722,32400000000.0,1670000000.0,10.8,-87.49
3.1e-05,1.6e-05,4e-13,3.5e-10,1e-10,0.0722,30400000000.0,1510000000.0,11.19,-85.23
3.1e-05,1.6e-05,4e-13,3.5e-10,5e-11,0.0722,30400000000.0,1510000000.0,11.19,-85.88
3.1e-05,1.6e-05,4e-13,3.5e-10,1.5e-10,0.0722,30400000000.0,1510000000.0,11.19,-85.7
3.1e-05,1.6e-05,4e-13,3.5e-10,2e-10,0.0722,30400000000.0,1510000000.0,11.19,-85.41
3.1e-05,1.6e-05,4e-13,3.5e-10,2.5e-10,0.0722,30400000000.0,1500000000.0,11.19,-85.37
3.1e-05,1.6e-05,4e-13,4.5e-10,1.5e-10,0.0722,27600000000.0,1290000000.0,11.8,-83.27
3.1e-05,1.6e-05,4e-13,4.5e-10,2.5e-10,0.0722,27600000000.0,1290000000.0,11.8,-83.12
3.1e-05,1.6e-05,4e-13,5e-10,1e-10,0.0722,26600000000.0,1220000000.0,12.02,-82.51
3.1e-05,1.6e-05,4e-13,5e-10,5e-11,0.0722,26600000000.0,1220000000.0,12.02,-82.38
3.1e-05,1.6e-05,4e-13,5e-10,1.5e-10,0.0722,26600000000.0,1220000000.0,12.02,-82.46
3.1e-05,1.6e-05,6e-13,4e-10,5e-11,0.0722,28800000000.0,1380000000.0,11.52,-83.62
3.1e-05,1.6e-05,6e-13,4e-10,1.5e-10,0.0722,28800000000.0,1380000000.0,11.52,-84.1
3.1e-05,1.6e-05,6e-13,4e-10,2e-10,0.0722,28800000000.0,1380000000.0,11.52,-84.11
3.1e-05,1.6e-05,6e-13,4e-10,2.5e-10,0.0722,28800000000.0,1390000000.0,11.52,-83.78
3.1e-05,1.6e-05,6e-13,3e-10,1e-10,0.0722,32400000000.0,1670000000.0,10.8,-88.37
3.1e-05,1.6e-05,6e-13,3e-10,5e-11,0.0722,32400000000.0,1670000000.0,10.8,-88.15
3.1e-05,1.6e-05,6e-13,3e-10,2.5e-10,0.0722,32300000000.0,1670000000.0,10.8,-88.1
3.1e-05,1.6e-05,6e-13,3.5e-10,1e-10,0.0722,30400000000.0,1500000000.0,11.19,-85.73
3.1e-05,1.6e-05,6e-13,3.5e-10,5e-11,0.0722,30400000000.0,1510000000.0,11.19,-87.06
3.1e-05,1.6e-05,6e-13,3.5e-10,1.5e-10,0.0722,30400000000.0,1510000000.0,11.19,-85.53
3.1e-05,1.6e-05,6e-13,3.5e-10,2e-10,0.0722,30400000000.0,1500000000.0,11.19,-85.42
3.1e-05,1.6e-05,6e-13,3.5e-10,2.5e-10,0.0722,30400000000.0,1510000000.0,11.19,-85.52
3.1e-05,1.6e-05,6e-13,4.5e-10,1e-10,0.0722,27600000000.0,1290000000.0,11.8,-83.18
3.1e-05,1.6e-05,6e-13,4.5e-10,1.5e-10,0.0722,27600000000.0,1290000000.0,11.8,-83.22
3.1e-05,1.6e-05,6e-13,4.5e-10,2e-10,0.0722,27600000000.0,1290000000.0,11.8,-83.25
3.1e-05,1.6e-05,6e-13,5e-10,1e-10,0.0722,26600000000.0,1220000000.0,12.02,-82.53
3.1e-05,1.6e-05,6e-13,5e-10,5e-11,0.0722,26600000000.0,1230000000.0,12.02,-82.49
3.1e-05,1.6e-05,6e-13,5e-10,1.5e-10,0.0722,26600000000.0,1210000000.0,12.02,-82.33
3.1e-05,1.6e-05,6e-13,5e-10,2e-10,0.0722,26600000000.0,1230000000.0,12.02,-82.55
3.1e-05,1.6e-05,6e-13,5e-10,2.5e-10,0.0722,26600000000.0,1230000000.0,12.02,-82.43
3.1e-05,1.6e-05,7e-13,4e-10,1e-10,0.0722,28800000000.0,1380000000.0,11.52,-84.05
3.1e-05,1.6e-05,7e-13,4e-10,5e-11,0.0722,28800000000.0,1380000000.0,11.52,-84.26
3.1e-05,1.6e-05,7e-13,4e-10,1.5e-10,0.0722,28800000000.0,1380000000.0,11.52,-84.18
3.1e-05,1.6e-05,7e-13,4e-10,2e-10,0.0722,28800000000.0,1380000000.0,11.52,-84.16
3.1e-05,1.6e-05,7e-13,3e-10,1e-10,0.0722,32300000000.0,1670000000.0,10.8,-88.75
3.1e-05,1.6e-05,7e-13,3e-10,5e-11,0.0722,32300000000.0,1670000000.0,10.8,-87.85
3.1e-05,1.6e-05,7e-13,3e-10,1.5e-10,0.0722,32300000000.0,1670000000.0,10.8,-88.49
3.1e-05,1.6e-05,7e-13,3e-10,2e-10,0.0722,32300000000.0,1670000000.0,10.8,-88.09
3.1e-05,1.6e-05,7e-13,3e-10,2.5e-10,0.0722,32300000000.0,1680000000.0,10.8,-87.32
3.1e-05,1.6e-05,7e-13,3.5e-10,1e-10,0.0722,30400000000.0,1510000000.0,11.19,-86.13
3.1e-05,1.6e-05,7e-13,3.5e-10,5e-11,0.0722,30400000000.0,1500000000.0,11.19,-85.56
3.1e-05,1.6e-05,7e-13,3.5e-10,1.5e-10,0.0722,30400000000.0,1510000000.0,11.19,-85.99
3.1e-05,1.6e-05,7e-13,3.5e-10,2e-10,0.0722,30400000000.0,1510000000.0,11.19,-82.46
3.1e-05,1.6e-05,7e-13,4.5e-10,1e-10,0.0722,27600000000.0,1290000000.0,11.8,-83.04
3.1e-05,1.6e-05,7e-13,4.5e-10,5e-11,0.0722,27600000000.0,1290000000.0,11.8,-83.78
3.1e-05,1.6e-05,7e-13,4.5e-10,1.5e-10,0.0722,27600000000.0,1290000000.0,11.8,-83.02
3.1e-05,1.6e-05,7e-13,4.5e-10,2e-10,0.0722,27600000000.0,1290000000.0,11.8,-83.29
3.1e-05,1.6e-05,7e-13,4.5e-10,2.5e-10,0.0722,27600000000.0,1290000000.0,11.8,-83.28
3.1e-05,1.6e-05,7e-13,5e-10,1.5e-10,0.0722,26600000000.0,1220000000.0,12.02,-82.47
3.1e-05,1.6e-05,7e-13,5e-10,2.5e-10,0.0722,26600000000.0,1210000000.0,12.02,-82.21
3.1e-05,1.7e-05,5e-13,4e-10,1e-10,0.0722,28700000000.0,1380000000.0,11.51,-84.08
3.1e-05,1.7e-05,5e-13,4e-10,5e-11,0.0722,28700000000.0,1380000000.0,11.51,-83.56
3.1e-05,1.7e-05,5e-13,4e-10,1.5e-10,0.0722,28700000000.0,1380000000.0,11.51,-84.05
3.1e-05,1.7e-05,5e-13,4e-10,2e-10,0.0722,28700000000.0,1380000000.0,11.51,-83.75
3.1e-05,1.7e-05,5e-13,4e-10,2.5e-10,0.0722,28700000000.0,1390000000.0,11.51,-84.09
3.1e-05,1.7e-05,5e-13,3e-10,1e-10,0.0722,32200000000.0,1680000000.0,10.78,-87.51
3.1e-05,1.7e-05,5e-13,3e-10,5e-11,0.0722,32200000000.0,1670000000.0,10.78,-85.56
3.1e-05,1.7e-05,5e-13,3e-10,1.5e-10,0.0722,32200000000.0,1670000000.0,10.78,-87.55
3.1e-05,1.7e-05,5e-13,3e-10,2e-10,0.0722,32200000000.0,1670000000.0,10.78,-87.34
3.1e-05,1.7e-05,5e-13,3e-10,2.5e-10,0.0722,32200000000.0,1670000000.0,10.78,-88.69
3.1e-05,1.7e-05,5e-13,3.5e-10,1e-10,0.0722,30300000000.0,1510000000.0,11.18,-85.38
3.1e-05,1.7e-05,5e-13,3.5e-10,5e-11,0.0722,30300000000.0,1510000000.0,11.18,-85.74
3.1e-05,1.7e-05,5e-13,3.5e-10,1.5e-10,0.0722,30300000000.0,1500000000.0,11.18,-85.41
3.1e-05,1.7e-05,5e-13,3.5e-10,2.5e-10,0.0722,30300000000.0,1510000000.0,11.18,-82.7
3.1e-05,1.7e-05,5e-13,4.5e-10,1e-10,0.0722,27500000000.0,1290000000.0,11.79,-82.93
3.1e-05,1.7e-05,5e-13,4.5e-10,5e-11,0.0722,27500000000.0,1290000000.0,11.79,-83.14
3.1e-05,1.7e-05,5e-13,4.5e-10,1.5e-10,0.0722,27500000000.0,1300000000.0,11.79,-82.85
3.1e-05,1.7e-05,5e-13,4.5e-10,2e-10,0.0722,27500000000.0,1290000000.0,11.79,-83.12
3.1e-05,1.7e-05,5e-13,4.5e-10,2.5e-10,0.0722,27500000000.0,1290000000.0,11.79,-83.05
3.1e-05,1.7e-05,5e-13,5e-10,1e-10,0.0722,26500000000.0,1220000000.0,12.01,-82.19
3.1e-05,1.7e-05,5e-13,5e-10,5e-11,0.0722,26500000000.0,1220000000.0,12.01,-82.1
3.1e-05,1.7e-05,5e-13,5e-10,1.5e-10,0.0722,26500000000.0,1220000000.0,12.01,-82.31
3.1e-05,1.7e-05,5e-13,5e-10,2e-10,0.0722,26500000000.0,1220000000.0,12.01,-82.41
3.1e-05,1.7e-05,5e-13,5e-10,2.5e-10,0.0722,26500000000.0,1230000000.0,12.01,-82.19
3.1e-05,1.7e-05,3e-13,4e-10,1e-10,0.0722,28700000000.0,1380000000.0,11.51,-83.99
3.1e-05,1.7e-05,3e-13,4e-10,5e-11,0.0722,28700000000.0,1390000000.0,11.51,-83.77
3.1e-05,1.7e-05,3e-13,4e-10,1.5e-10,0.0722,28700000000.0,1390000000.0,11.51,-84.36
3.1e-05,1.7e-05,3e-13,4e-10,2e-10,0.0722,28700000000.0,1390000000.0,11.51,-84.31
3.1e-05,1.7e-05,3e-13,4e-10,2.5e-10,0.0722,28700000000.0,1390000000.0,11.51,-83.73
3.1e-05,1.7e-05,3e-13,3e-10,1e-10,0.0722,32200000000.0,1670000000.0,10.79,-87.89
3.1e-05,1.7e-05,3e-13,3e-10,5e-11,0.0722,32200000000.0,1680000000.0,10.78,-87.6
3.1e-05,1.7e-05,3e-13,3e-10,1.5e-10,0.0722,32200000000.0,1670000000.0,10.79,-88.25
3.1e-05,1.7e-05,3e-13,3e-10,2e-10,0.0722,32200000000.0,1670000000.0,10.78,-87.24
3.1e-05,1.7e-05,3e-13,3e-10,2.5e-10,0.0722,32200000000.0,1670000000.0,10.79,-87.78
3.1e-05,1.7e-05,3e-13,3.5e-10,1e-10,0.0722,30300000000.0,1500000000.0,11.18,-85.29
3.1e-05,1.7e-05,3e-13,3.5e-10,5e-11,0.0722,30300000000.0,1510000000.0,11.18,-85.49
3.1e-05,1.7e-05,3e-13,3.5e-10,1.5e-10,0.0722,30300000000.0,1510000000.0,11.18,-85.65
3.1e-05,1.7e-05,3e-13,3.5e-10,2.5e-10,0.0722,30300000000.0,1510000000.0,11.18,-85.19
3.1e-05,1.7e-05,3e-13,4.5e-10,1e-10,0.0722,27500000000.0,1290000000.0,11.79,-84.35
3.1e-05,1.7e-05,3e-13,4.5e-10,5e-11,0.0722,27500000000.0,1290000000.0,11.79,-82.85
3.1e-05,1.7e-05,3e-13,4.5e-10,1.5e-10,0.0722,27500000000.0,1300000000.0,11.79,-83.19
3.1e-05,1.7e-05,3e-13,4.5e-10,2e-10,0.0722,27500000000.0,1300000000.0,11.79,-82.81
3.1e-05,1.7e-05,3e-13,4.5e-10,2.5e-10,0.0722,27500000000.0,1290000000.0,11.79,-83.04
3.1e-05,1.7e-05,3e-13,5e-10,1e-10,0.0722,26500000000.0,1220000000.0,12.01,-82.09
3.1e-05,1.7e-05,3e-13,5e-10,5e-11,0.0722,26500000000.0,1220000000.0,12.01,-82.24
3.1e-05,1.7e-05,3e-13,5e-10,1.5e-10,0.0722,26500000000.0,1210000000.0,12.01,-81.82
3.1e-05,1.7e-05,3e-13,5e-10,2e-10,0.0722,26500000000.0,1220000000.0,12.01,-82.45
3.1e-05,1.7e-05,4e-13,4e-10,1e-10,0.0722,28700000000.0,1390000000.0,11.51,-83.74
3.1e-05,1.7e-05,4e-13,4e-10,5e-11,0.0722,28700000000.0,1380000000.0,11.51,-83.79
3.1e-05,1.7e-05,4e-13,4e-10,1.5e-10,0.0722,28700000000.0,1390000000.0,11.51,-83.87
3.1e-05,1.7e-05,4e-13,4e-10,2.5e-10,0.0722,28700000000.0,1390000000.0,11.51,-83.78
3.1e-05,1.7e-05,4e-13,3e-10,1e-10,0.0722,32200000000.0,1670000000.0,10.78,-87.83
3.1e-05,1.7e-05,4e-13,3e-10,5e-11,0.0722,32200000000.0,1670000000.0,10.78,-88.81
3.1e-05,1.7e-05,4e-13,3e-10,1.5e-10,0.0722,32200000000.0,1670000000.0,10.78,-87.71
3.1e-05,1.7e-05,4e-13,3e-10,2e-10,0.0722,32200000000.0,1680000000.0,10.78,-87.67
3.1e-05,1.7e-05,4e-13,3e-10,2.5e-10,0.0722,32200000000.0,1680000000.0,10.78,-87.37
3.1e-05,1.7e-05,4e-13,3.5e-10,1e-10,0.0722,30300000000.0,1510000000.0,11.18,-85.02
3.1e-05,1.7e-05,4e-13,3.5e-10,5e-11,0.0722,30300000000.0,1520000000.0,11.18,-85.48
3.1e-05,1.7e-05,4e-13,3.5e-10,1.5e-10,0.0722,30300000000.0,1510000000.0,11.18,-85.32
3.1e-05,1.7e-05,4e-13,3.5e-10,2e-10,0.0722,30300000000.0,1500000000.0,11.18,-85.36
3.1e-05,1.7e-05,4e-13,3.5e-10,2.5e-10,0.0722,30300000000.0,1510000000.0,11.18,-85.34
3.1e-05,1.7e-05,4e-13,4.5e-10,1e-10,0.0722,27500000000.0,1290000000.0,11.79,-83.16
3.1e-05,1.7e-05,4e-13,4.5e-10,2.5e-10,0.0722,27500000000.0,1300000000.0,11.79,-83.2
3.1e-05,1.7e-05,4e-13,5e-10,1e-10,0.0722,26500000000.0,1220000000.0,12.01,-82.3
3.1e-05,1.7e-05,4e-13,5e-10,2e-10,0.0722,26500000000.0,1220000000.0,12.01,-82.38
3.1e-05,1.7e-05,4e-13,5e-10,2.5e-10,0.0722,26500000000.0,1220000000.0,12.01,-82.43
3.1e-05,1.7e-05,6e-13,4e-10,1e-10,0.0722,28700000000.0,1390000000.0,11.51,-83.48
3.1e-05,1.7e-05,6e-13,4e-10,5e-11,0.0722,28700000000.0,1380000000.0,11.51,-83.98
3.1e-05,1.7e-05,6e-13,4e-10,1.5e-10,0.0722,28700000000.0,1380000000.0,11.51,-84.38
3.1e-05,1.7e-05,6e-13,4e-10,2e-10,0.0722,28700000000.0,1380000000.0,11.51,-84.09
3.1e-05,1.7e-05,6e-13,4e-10,2.5e-10,0.0722,28700000000.0,1380000000.0,11.51,-84.14
3.1e-05,1.7e-05,6e-13,3e-10,1e-10,0.0722,32200000000.0,1680000000.0,10.78,-87.88
3.1e-05,1.7e-05,6e-13,3e-10,5e-11,0.0722,32200000000.0,1670000000.0,10.78,-87.6
3.1e-05,1.7e-05,6e-13,3e-10,1.5e-10,0.0722,32200000000.0,1670000000.0,10.78,-86.96
3.1e-05,1.7e-05,6e-13,3e-10,2e-10,0.0722,32200000000.0,1680000000.0,10.78,-87.63
3.1e-05,1.7e-05,6e-13,3e-10,2.5e-10,0.0722,32200000000.0,1670000000.0,10.78,-88.03
3.1e-05,1.7e-05,6e-13,3.5e-10,1e-10,0.0722,30300000000.0,1500000000.0,11.18,-85.93
3.1e-05,1.7e-05,6e-13,3.5e-10,5e-11,0.0722,30300000000.0,1500000000.0,11.18,-85.39
3.1e-05,1.7e-05,6e-13,3.5e-10,1.5e-10,0.0722,30300000000.0,1510000000.0,11.18,-85.28
3.1e-05,1.7e-05,6e-13,3.5e-10,2e-10,0.0722,30300000000.0,1510000000.0,11.18,-85.1
3.1e-05,1.7e-05,6e-13,3.5e-10,2.5e-10,0.0722,30300000000.0,1510000000.0,11.18,-85.15
3.1e-05,1.7e-05,6e-13,4.5e-10,1e-10,0.0722,27500000000.0,1290000000.0,11.79,-82.9
3.1e-05,1.7e-05,6e-13,4.5e-10,5e-11,0.0722,27500000000.0,1290000000.0,11.79,-82.91
3.1e-05,1.7e-05,6e-13,4.5e-10,1.5e-10,0.0722,27500000000.0,1290000000.0,11.79,-82.82
3.1e-05,1.7e-05,6e-13,5e-10,5e-11,0.0722,26500000000.0,1210000000.0,12.01,-81.84
3.1e-05,1.7e-05,6e-13,5e-10,1.5e-10,0.0722,26500000000.0,1220000000.0,12.01,-82.35
3.1e-05,1.7e-05,6e-13,5e-10,2.5e-10,0.0722,26500000000.0,1220000000.0,12.01,-82.05
3.1e-05,1.7e-05,7e-13,4e-10,1e-10,0.0722,28700000000.0,1380000000.0,11.51,-83.82
3.1e-05,1.7e-05,7e-13,4e-10,5e-11,0.0722,28700000000.0,1380000000.0,11.51,-83.87
3.1e-05,1.7e-05,7e-13,4e-10,1.5e-10,0.0722,28700000000.0,1380000000.0,11.51,-76.18
3.1e-05,1.7e-05,7e-13,4e-10,2e-10,0.0722,28700000000.0,1390000000.0,11.51,-84.11
3.1e-05,1.7e-05,7e-13,4e-10,2.5e-10,0.0722,28700000000.0,1380000000.0,11.51,-84.07
3.1e-05,1.7e-05,7e-13,3e-10,1e-10,0.0722,32200000000.0,1670000000.0,10.78,-87.76
3.1e-05,1.7e-05,7e-13,3e-10,5e-11,0.0722,32200000000.0,1670000000.0,10.78,-87.84
3.1e-05,1.7e-05,7e-13,3e-10,1.5e-10,0.0722,32200000000.0,1680000000.0,10.78,-87.69
3.1e-05,1.7e-05,7e-13,3e-10,2e-10,0.0722,32200000000.0,1670000000.0,10.78,-87.73
3.1e-05,1.7e-05,7e-13,3e-10,2.5e-10,0.0722,32200000000.0,1680000000.0,10.78,-87.52
3.1e-05,1.7e-05,7e-13,3.5e-10,1e-10,0.0722,30300000000.0,1510000000.0,11.18,-85.97
3.1e-05,1.7e-05,7e-13,3.5e-10,5e-11,0.0722,30300000000.0,1510000000.0,11.18,-85.31
3.1e-05,1.7e-05,7e-13,3.5e-10,1.5e-10,0.0722,30300000000.0,1510000000.0,11.18,-84.06
3.1e-05,1.7e-05,7e-13,3.5e-10,2.5e-10,0.0722,30300000000.0,1520000000.0,11.18,-85.03
3.1e-05,1.7e-05,7e-13,4.5e-10,5e-11,0.0722,27500000000.0,1290000000.0,11.79,-84.5
3.1e-05,1.7e-05,7e-13,4.5e-10,1.5e-10,0.0722,27500000000.0,1290000000.0,11.79,-83.18
3.1e-05,1.7e-05,7e-13,4.5e-10,2e-10,0.0722,27500000000.0,1300000000.0,11.79,-82.9
3.1e-05,1.7e-05,7e-13,4.5e-10,2.5e-10,0.0722,27500000000.0,1290000000.0,11.79,-83.17
3.1e-05,1.7e-05,7e-13,5e-10,1e-10,0.0722,26500000000.0,1210000000.0,12.01,-82.28
3.1e-05,1.7e-05,7e-13,5e-10,1.5e-10,0.0722,26500000000.0,1220000000.0,12.01,-82.33
3.1e-05,1.7e-05,7e-13,5e-10,2e-10,0.0722,26500000000.0,1220000000.0,12.01,-82.46
3.1e-05,1.7e-05,7e-13,5e-10,2.5e-10,0.0722,26500000000.0,1230000000.0,12.01,-82.15
3.1e-05,1.8e-05,5e-13,4e-10,1e-10,0.0722,28600000000.0,1380000000.0,11.5,-83.79
3.1e-05,1.8e-05,5e-13,4e-10,5e-11,0.0722,28600000000.0,1370000000.0,11.5,-83.34
3.1e-05,1.8e-05,5e-13,4e-10,1.5e-10,0.0722,28600000000.0,1380000000.0,11.5,-83.95
3.1e-05,1.8e-05,5e-13,4e-10,2e-10,0.0722,28600000000.0,1380000000.0,11.5,-83.83
3.1e-05,1.8e-05,5e-13,4e-10,2.5e-10,0.0722,28600000000.0,1380000000.0,11.5,-83.11
3.1e-05,1.8e-05,5e-13,3e-10,1e-10,0.0722,32100000000.0,1670000000.0,10.76,-87.24
3.1e-05,1.8e-05,5e-13,3e-10,5e-11,0.0722,32100000000.0,1660000000.0,10.76,-87.05
3.1e-05,1.8e-05,5e-13,3e-10,1.5e-10,0.0722,32100000000.0,1660000000.0,10.76,-86.89
3.1e-05,1.8e-05,5e-13,3e-10,2e-10,0.0722,32100000000.0,1670000000.0,10.76,-85.91
3.1e-05,1.8e-05,5e-13,3e-10,2.5e-10,0.0722,32100000000.0,1660000000.0,10.76,-87.49
3.1e-05,1.8e-05,5e-13,3.5e-10,1e-10,0.0722,30100000000.0,1490000000.0,11.16,-85.05
3.1e-05,1.8e-05,5e-13,3.5e-10,1.5e-10,0.0722,30100000000.0,1510000000.0,11.16,-85.25
3.1e-05,1.8e-05,5e-13,3.5e-10,2e-10,0.0722,30100000000.0,1500000000.0,11.16,-85.29
3.1e-05,1.8e-05,5e-13,3.5e-10,2.5e-10,0.0722,30100000000.0,1490000000.0,11.16,-84.47
3.1e-05,1.8e-05,5e-13,4.5e-10,1e-10,0.0722,27400000000.0,1290000000.0,11.78,-82.74
3.1e-05,1.8e-05,5e-13,4.5e-10,1.5e-10,0.0722,27400000000.0,1290000000.0,11.78,-83.7
3.1e-05,1.8e-05,5e-13,4.5e-10,2e-10,0.0722,27400000000.0,1280000000.0,11.78,-82.93
3.1e-05,1.8e-05,5e-13,5e-10,1e-10,0.0722,26400000000.0,1230000000.0,12.0,-82.47
3.1e-05,1.8e-05,5e-13,5e-10,5e-11,0.0722,26400000000.0,1210000000.0,12.0,-82.17
3.1e-05,1.8e-05,5e-13,5e-10,1.5e-10,0.0722,26400000000.0,1220000000.0,11.99,-82.06
3.1e-05,1.8e-05,5e-13,5e-10,2e-10,0.0722,26400000000.0,1220000000.0,11.99,-81.99
3.1e-05,1.8e-05,5e-13,5e-10,2.5e-10,0.0722,26400000000.0,1220000000.0,12.0,-82.64
3.1e-05,1.8e-05,3e-13,4e-10,5e-11,0.0722,28600000000.0,1380000000.0,11.5,-83.66
3.1e-05,1.8e-05,3e-13,4e-10,1.5e-10,0.0722,28600000000.0,1380000000.0,11.5,-84.47
3.1e-05,1.8e-05,3e-13,4e-10,2e-10,0.0722,28600000000.0,1380000000.0,11.5,-83.85
3.1e-05,1.8e-05,3e-13,4e-10,2.5e-10,0.0722,28600000000.0,1380000000.0,11.5,-83.87
3.1e-05,1.8e-05,3e-13,3e-10,1e-10,0.0722,32100000000.0,1660000000.0,10.76,-87.3
3.1e-05,1.8e-05,3e-13,3e-10,5e-11,0.0722,32100000000.0,1660000000.0,10.77,-87.56
3.1e-05,1.8e-05,3e-13,3e-10,1.5e-10,0.0722,32100000000.0,1670000000.0,10.76,-87.18
3.1e-05,1.8e-05,3e-13,3e-10,2e-10,0.0722,32100000000.0,1660000000.0,10.77,-87.47
3.1e-05,1.8e-05,3e-13,3e-10,2.5e-10,0.0722,32100000000.0,1670000000.0,10.77,-88.42
3.1e-05,1.8e-05,3e-13,3.5e-10,1e-10,0.0722,30100000000.0,1500000000.0,11.16,-84.6
3.1e-05,1.8e-05,3e-13,3.5e-10,5e-11,0.0722,30100000000.0,1500000000.0,11.16,-80.94
3.1e-05,1.8e-05,3e-13,3.5e-10,1.5e-10,0.0722,30100000000.0,1500000000.0,11.16,-84.99
3.1e-05,1.8e-05,3e-13,3.5e-10,2e-10,0.0722,30100000000.0,1500000000.0,11.16,-85.26
3.1e-05,1.8e-05,3e-13,3.5e-10,2.5e-10,0.0722,30100000000.0,1490000000.0,11.16,-85.09
3.1e-05,1.8e-05,3e-13,4.5e-10,1e-10,0.0722,27400000000.0,1290000000.0,11.78,-83.07
3.1e-05,1.8e-05,3e-13,4.5e-10,5e-11,0.0722,27400000000.0,1290000000.0,11.78,-83.02
3.1e-05,1.8e-05,3e-13,4.5e-10,1.5e-10,0.0722,27400000000.0,1280000000.0,11.78,-82.63
3.1e-05,1.8e-05,3e-13,4.5e-10,2e-10,0.0722,27400000000.0,1290000000.0,11.78,-83.61
3.1e-05,1.8e-05,3e-13,4.5e-10,2.5e-10,0.0722,27400000000.0,1280000000.0,11.78,-82.71
3.1e-05,1.8e-05,3e-13,5e-10,1e-10,0.0722,26400000000.0,1210000000.0,12.0,-82.04
3.1e-05,1.8e-05,3e-13,5e-10,5e-11,0.0722,26400000000.0,1210000000.0,12.0,-82.15
3.1e-05,1.8e-05,3e-13,5e-10,1.5e-10,0.0722,26400000000.0,1210000000.0,11.99,-82.11
3.1e-05,1.8e-05,3e-13,5e-10,2e-10,0.0722,26400000000.0,1210000000.0,12.0,-82.01
3.1e-05,1.8e-05,3e-13,5e-10,2.5e-10,0.0722,26400000000.0,1210000000.0,12.0,-82.25
3.1e-05,1.8e-05,4e-13,4e-10,1e-10,0.0722,28600000000.0,1380000000.0,11.5,-83.96
3.1e-05,1.8e-05,4e-13,4e-10,5e-11,0.0722,28600000000.0,1380000000.0,11.5,-83.73
3.1e-05,1.8e-05,4e-13,4e-10,1.5e-10,0.0722,28600000000.0,1380000000.0,11.5,-83.63
3.1e-05,1.8e-05,4e-13,4e-10,2e-10,0.0722,28600000000.0,1380000000.0,11.5,-83.94
3.1e-05,1.8e-05,4e-13,3e-10,1e-10,0.0722,32100000000.0,1660000000.0,10.76,-88.33
3.1e-05,1.8e-05,4e-13,3e-10,5e-11,0.0722,32100000000.0,1660000000.0,10.76,-87.25
